level	group	se	rank	jsd	fdr	nearest_gene	dist_kb	identity
OncotreeSubtype	High-Grade Serous Ovarian Cancer	USE_174	12	0.10231563479019018	8.901899570095977e-05	WLS	131	
OncotreeSubtype	High-Grade Serous Ovarian Cancer	USE_948	13	0.10257356204519406	8.911845223347216e-05	SIAH3	57	
OncotreeSubtype	High-Grade Serous Ovarian Cancer	USE_2463	14	0.1028046512823255	8.911845223347216e-05	CDH6	190	
OncotreeSubtype	High-Grade Serous Ovarian Cancer	USE_2770	15	0.10655748453064029	0.00011064679458343148	AGPAT4	282	
OncotreeSubtype	Invasive Breast Carcinoma	USE_3286	1	0.06914433430782077	0.011357527661790604	PLS3	126	
OncotreeSubtype	Invasive Breast Carcinoma	USE_2754	2	0.09317424098471042	0.01967696149391094	CCDC170	75	ESR1
OncotreeSubtype	Invasive Breast Carcinoma	USE_2755	3	0.09582247154873066	0.020770094718576958	CCDC170	109	ESR1
OncotreeSubtype	Invasive Breast Carcinoma	USE_1547	4	0.09716922652710461	0.021291187383367063	SLC39A6	20	
OncotreeSubtype	Invasive Breast Carcinoma	USE_1775	5	0.09813533282554768	0.02166356187814948	GREB1	26	
OncotreeSubtype	Invasive Breast Carcinoma	USE_417	6	0.09901826786971846	0.022075609300521437	GATA3	1123	
OncotreeSubtype	Invasive Breast Carcinoma	USE_1149	7	0.1025825799143883	0.02360269765470301	NR2F2	437	
OncotreeSubtype	Invasive Breast Carcinoma	USE_2511	8	0.10715257911630217	0.026260422132318845	DTWD2	896	
OncotreeSubtype	Invasive Breast Carcinoma	USE_3171	9	0.11291186154073536	0.029917729070441077	FBP1	13	
OncotreeSubtype	Invasive Breast Carcinoma	USE_1914	10	0.11551721506805543	0.03161504236510541	TNS1	237	
OncotreeSubtype	Invasive Breast Carcinoma	USE_756	11	0.11686841869953521	0.03248921633546268	RERG	9	
OncotreeSubtype	Invasive Breast Carcinoma	USE_3288	12	0.11704692661281633	0.03260234960528261	PLS3	280	
OncotreeSubtype	Invasive Breast Carcinoma	USE_2514	13	0.11802350619755109	0.03319895003448344	ISOC1	25	
OncotreeSubtype	Invasive Breast Carcinoma	USE_2022	14	0.12054430364270563	0.0351719292244189	ZMYND8	108	
OncotreeSubtype	Invasive Breast Carcinoma	USE_556	15	0.12512908165184544	0.038628708365976434	SCUBE2	22	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_2911	1	0.02134707075983759	8.037428187251968e-06	EXOC4	172	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_2918	2	0.02280608541951754	8.037428187251968e-06	PRSS2	34	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_2093	3	0.025527854067682362	8.037428187251968e-06	CDH4	95	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_3138	4	0.025598184248227695	8.037428187251968e-06	DMAC1	133	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_2155	5	0.026904497610634057	8.037428187251968e-06	PCNT	39	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_3242	6	0.026940789798049265	8.037428187251968e-06	SARDH	0	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_1865	7	0.02746105830826074	8.037428187251968e-06	MYO7B	25	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_3160	8	0.02769544434908981	8.037428187251968e-06	RORB	349	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_2858	9	0.027732904017546717	8.037428187251968e-06	PVRIG	0	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_2733	10	0.028579181039728865	8.037428187251968e-06	THEMIS	138	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_196	11	0.03242120896760123	8.11619782720393e-06	S1PR1	70	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_1290	12	0.033220860268686564	8.11619782720393e-06	RFLNB	25	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_2871	13	0.03418028484169802	8.11619782720393e-06	MYL10	119	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_25	14	0.03429254804815944	8.11619782720393e-06	NPHP4	48	
OncotreeSubtype	T-Cell Acute Lymphoblastic Leukemia	USE_3241	15	0.03449286230667169	8.11619782720393e-06	SARDH	21	
