level	kind	group	se	cn_mean	nearest_gene	dist_kb
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_18070	0.995	MTCL1	139
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_27451	0.928	ROBO1	436
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_21519	1.006	CYP26B1	180
OncotreePrimaryDisease	rescued	Melanoma	USE_31303	1.04	PLCXD3	73
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_8394	0.982	ST14	4
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_11373	0.883	PCDH9	2655
OncotreePrimaryDisease	rescued	Colorectal Adenocarcinoma	USE_38566	0.908	ZNF703	99
OncotreePrimaryDisease	rescued	Embryonal Tumor	USE_23753	1.038	PRNP	56
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_20834	1.263	RASGRP3	4
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_41730	0.964	TLR4	218
OncotreePrimaryDisease	rescued	Melanoma	USE_12997	0.941	CHGA	23
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_8254	1.178	UBASH3B	17
OncotreePrimaryDisease	rescued	Ocular Melanoma	USE_4807	1.068	ANKRD26	82
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_42273	0.855	P2RY8	36
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_37771	0.261	PRSS2	31
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_8083	1.106	CADM1	110
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_1702	1.071	GFI1	26
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_34548	0.979	QRSL1	124
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_35165	0.859	ESR1	136
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_13064	1.031	TCL1B	0
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_32443	1.041	ARHGAP26	133
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_37956	0.945	CNPY1	77
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_23063	1.079	CREB1	130
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_18604	0.874	ST8SIA3	8
OncotreePrimaryDisease	rescued	Melanoma	USE_18694	0.837	PHLPP1	116
OncotreePrimaryDisease	rescued	Head and Neck Squamous Cell Carcinoma	USE_15935	0.99	FOXL1	273
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_42142	1.007	COL5A1	33
OncotreePrimaryDisease	rescued	Melanoma	USE_42632	0.714	TENT5D	38
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_25865	1.047	ADORA2A	0
OncotreePrimaryDisease	rescued	Melanoma	USE_26642	1.026	SLC6A6	100
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_6591	0.987	BTBD10	196
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_1183	0.98	BEND5	134
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_4701	0.92	SLC39A12	138
OncotreePrimaryDisease	rescued	Melanoma	USE_2760	1.172	SLAMF1	3
OncotreePrimaryDisease	rescued	Embryonal Tumor	USE_40280	0.953	KHDRBS3	924
OncotreePrimaryDisease	rescued	Melanoma	USE_8900	1.032	PDE3A	28
OncotreePrimaryDisease	rescued	Non-Seminomatous Germ Cell Tumor	USE_26871	0.983	STAC	144
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_42674	0.624	ESX1	444
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_27975	1.041	DNAJB8	6
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_30397	0.933	INPP4B	210
OncotreePrimaryDisease	rescued	Osteosarcoma	USE_32999	1.19	ADAMTS2	115
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_19918	1.046	TRPM4	27
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_12714	0.96	SUSD6	38
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_25637	1.028	PCNT	27
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_31446	1.055	MAP3K1	119
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_24985	1.324	ABHD16B	32
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_11036	1.085	KL	44
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_5603	0.906	PTEN	148
OncotreePrimaryDisease	rescued	Ovarian Epithelial Tumor	USE_28473	1.367	MECOM	392
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_34547	0.979	QRSL1	118
OncotreePrimaryDisease	rescued	Melanoma	USE_27795	1.146	ARHGAP31	27
OncotreePrimaryDisease	rescued	Melanoma	USE_40982	1.0	CNTNAP3C	581
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_758	1.132	SPOCD1	46
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_40295	1.382	FAM135B	121
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_15978	0.909	BANP	126
OncotreePrimaryDisease	rescued	Endometrial Carcinoma	USE_33677	0.242	OR2B6	48
OncotreePrimaryDisease	rescued	Embryonal Tumor	USE_11393	0.995	KLHL1	842
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_13724	1.092	ATP8B4	39
OncotreePrimaryDisease	rescued	Melanoma	USE_23935	1.247	SNRPB2	23
OncotreePrimaryDisease	rescued	Esophagogastric Adenocarcinoma	USE_23861	1.288	JAG1	55
OncotreePrimaryDisease	rescued	Embryonal Tumor	USE_39979	30.465	POU5F1B	274
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_11544	0.78	SLITRK5	1236
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_9703	1.029	TMBIM4	7
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_28353	0.908	KCNAB1	100
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_21731	0.967	MAL	35
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_29907	0.876	PAQR3	128
OncotreePrimaryDisease	rescued	Non-Seminomatous Germ Cell Tumor	USE_37092	0.974	IFT22	21
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_13442	0.984	GOLGA8Q	12
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_24861	1.674	EDN3	15
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_38066	1.04	MYOM2	113
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_39063	1.367	LY96	108
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_18377	1.246	NOL4	185
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_20164	1.027	SNTG2	85
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_40316	1.218	KCNK9	130
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_41590	1.021	PALM2AKAP2	83
OncotreePrimaryDisease	rescued	Non-Small Cell Lung Cancer	USE_38920	1.181	ASPH	127
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_36059	1.128	ITPRID1	64
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_17710	1.076	SEC14L1	118
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_17604	1.162	KIF19	7
OncotreePrimaryDisease	rescued	Melanoma	USE_14913	0.912	LITAF	44
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_21146	1.071	ASB3	513
OncotreePrimaryDisease	rescued	Clear Cell Sarcoma	USE_28891	0.974	LPP	47
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_12357	1.045	PTGDR	95
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_34777	1.021	C6orf58	36
OncotreePrimaryDisease	rescued	Melanoma	USE_11082	1.121	DCLK1	120
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_20436	16.757	DDX1	117
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_6279	0.902	GLRX3	406
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_12899	0.941	SEL1L	27
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_37114	1.167	CUX1	59
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_3240	1.331	HMCN1	274
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_7365	1.05	MYEOV	84
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_42273	0.799	P2RY8	36
OncotreePrimaryDisease	rescued	Head and Neck Squamous Cell Carcinoma	USE_41273	1.349	CKS2	56
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_1883	1.084	VAV3	222
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_29548	0.992	TLR1	18
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_20189	1.114	EIPR1	181
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_3193	1.305	RGL1	7
OncotreePrimaryDisease	rescued	Embryonal Tumor	USE_15760	1.068	NUDT7	16
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_4097	1.198	CAPN9	22
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_40141	1.137	ASAP1	0
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_18685	1.076	ZCCHC2	96
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_25763	0.954	SERPIND1	31
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_21154	1.497	ASB3	175
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_40193	1.047	SLA	5
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_13686	0.847	SQOR	617
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_36379	0.865	IKZF1	76
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_6630	1.019	PLEKHA7	65
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_11936	1.007	RNASE3	6
OncotreePrimaryDisease	rescued	Embryonal Tumor	USE_144	0.963	DNAJC11	282
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_12210	1.064	NKX2-1	1
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_38030	1.063	VIPR2	75
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_30233	0.954	PRDM5	54
OncotreePrimaryDisease	rescued	Melanoma	USE_20605	1.116	KLHL29	697
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_25405	1.043	ERG	22
OncotreePrimaryDisease	rescued	Non-Seminomatous Germ Cell Tumor	USE_13338	1.112	GOLGA6L6	432
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_5169	0.992	MBL2	147
OncotreePrimaryDisease	rescued	Retinoblastoma	USE_41886	1.489	GARNL3	7
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_13685	0.847	SQOR	611
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_21340	1.077	SLC1A4	59
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_4667	0.996	MINDY3	31
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_7488	1.085	P2RY2	40
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_26713	1.07	SATB1	268
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_29383	1.027	TAPT1	16
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_18428	0.856	CELF4	1080
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_8949	1.115	BCAT1	164
OncotreePrimaryDisease	rescued	Melanoma	USE_27497	1.195	CGGBP1	64
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_30832	1.018	AHRR	12
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_36748	1.015	GNAI1	109
OncotreePrimaryDisease	rescued	Liposarcoma	USE_9921	1.034	PPP1R12A	184
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_142	1.026	DNAJC11	252
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_22747	0.944	CCDC141	96
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_39078	1.336	HNF4G	323
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_37465	1.396	HILPDA	21
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_17354	1.058	CD79B	5
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_29123	1.014	IQCG	3
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_15099	1.057	UQCRC2	43
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_23385	1.093	GPR55	16
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_23967	1.017	SLC24A3	245
OncotreePrimaryDisease	rescued	Melanoma	USE_11307	1.188	SERPINE3	33
OncotreePrimaryDisease	rescued	Osteosarcoma	USE_9300	1.02	AMIGO2	78
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_1787	1.146	PTBP2	209
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_13843	1.042	TCF12	41
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_5705	1.094	CC2D2B	6
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_7081	0.995	MS4A6A	15
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_36328	1.202	TNS3	482
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_41305	1.021	SYK	92
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_14474	1.098	RHCG	9
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_26868	0.894	ARPP21	64
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_32658	0.998	ADAM19	0
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_15744	0.795	CNTNAP4	169
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_41119	1.021	PRUNE2	57
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_32939	1.018	FAM153B	34
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_567	1.029	IFNLR1	19
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_36651	1.078	GTF2I	23
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_34285	1.075	ADGRB3	1123
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_30640	1.211	FBXO8	329
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_34814	1.043	ARG1	143
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_1186	1.123	ELAVL4	3
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_36791	1.128	HGF	145
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_40498	0.843	DOCK8	32
OncotreePrimaryDisease	rescued	Melanoma	USE_34265	0.988	KHDRBS2	360
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_2724	1.176	OR10T2	0
OncotreePrimaryDisease	rescued	Melanoma	USE_27786	1.096	IGSF11	133
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_16269	0.775	NTN1	68
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_2912	1.147	MPZL1	3
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_38433	1.078	NUGGC	8
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_17715	1.096	SEC14L1	58
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_40634	0.971	MPDZ	244
OncotreePrimaryDisease	rescued	Rhabdoid Cancer	USE_18297	0.999	HRH4	66
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_39333	1.11	CPQ	36
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_20774	1.45	ALK	95
OncotreePrimaryDisease	rescued	Embryonal Tumor	USE_19427	0.94	ZNF536	216
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_24102	1.161	VSX1	14
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_11405	0.914	MZT1	263
OncotreePrimaryDisease	rescued	Melanoma	USE_24572	1.326	PREX1	2
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_18378	1.246	NOL4	243
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_24192	1.022	COMMD7	20
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_18465	1.28	SLC14A2	28
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_2669	1.108	IQGAP3	24
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_21462	1.066	ANXA4	31
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_18071	0.995	MTCL1	143
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_6894	1.123	LRRC4C	1325
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_30315	0.964	C4orf33	1429
OncotreePrimaryDisease	rescued	Embryonal Tumor	USE_40250	0.989	ZFAT	136
OncotreePrimaryDisease	rescued	Melanoma	USE_41051	0.979	KLF9	181
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_21239	1.035	BCL11A	401
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_5947	0.972	GPAM	29
OncotreePrimaryDisease	rescued	Melanoma	USE_7727	0.943	TYR	63
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_39229	1.24	TMEM64	78
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_18613	1.057	ATP8B1	132
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_12294	1.03	RPS29	424
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_16278	1.006	GAS7	81
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_11484	0.964	SLAIN1	37
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_6924	1.211	EXT2	8
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_21184	1.129	EML6	85
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_8962	1.102	IRAG2	54
OncotreePrimaryDisease	rescued	Myeloproliferative Neoplasms	USE_27518	0.826	PROS1	455
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_37855	1.046	ATP6V0E2	67
OncotreePrimaryDisease	rescued	Clear Cell Sarcoma	USE_30942	1.04	MTRR	540
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_23547	1.049	RAMP1	2
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_11254	0.976	RCBTB2	11
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_2121	0.956	CD58	2
OncotreePrimaryDisease	rescued	Esophagogastric Adenocarcinoma	USE_42706	0.706	LRCH2	46
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_18904	1.192	TCF3	37
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_14541	1.038	ST8SIA2	36
OncotreePrimaryDisease	rescued	Non-Hodgkin Lymphoma	USE_13327	1.075	TMEM121	1224
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_11842	0.757	SOX1	96
OncotreePrimaryDisease	rescued	Acute Myeloid Leukemia	USE_13438	0.984	GOLGA8R	19
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_11961	0.926	OR4E1	400
OncotreePrimaryDisease	rescued	Colorectal Adenocarcinoma	USE_19974	0.935	KLK6	5
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_12442	1.034	PELI2	59
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_2363	1.045	PPIAL4H	210
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_5904	0.985	XPNPEP1	471
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_25812	0.871	VPREB1	83
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_29959	0.915	GPAT3	154
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_28872	1.2	BCL6	207
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_20495	14.159	CYRIA	244
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_10235	0.989	C12orf42	75
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_2706	1.428	FCRL3	28
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_4804	1.021	ABI1	3
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_5723	0.969	PIK3AP1	44
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_27211	0.94	ARHGEF3	14
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_17354	1.1	CD79B	5
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_27654	0.957	CCDC54	380
OncotreePrimaryDisease	rescued	T-Lymphoblastic Leukemia/Lymphoma	USE_5644	1.003	ANKRD1	30
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_3528	1.147	NFASC	57
OncotreePrimaryDisease	rescued	Hepatocellular Carcinoma	USE_41086	0.92	ALDH1A1	6
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_4157	1.285	COA6	97
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_10484	0.945	MED13L	245
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_129	0.988	ESPN	5
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_17525	0.833	SOX9	960
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_29207	0.99	HTT	19
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_38613	1.111	HTRA4	21
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_23966	1.017	SLC24A3	250
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_7377	1.166	CCND1	25
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_40070	1.081	MYC	566
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_14293	1.123	CHRNA3	32
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_17520	0.973	KCNJ16	8
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_13271	0.929	NUDT14	0
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_16018	1.067	CDH15	9
OncotreePrimaryDisease	rescued	Melanoma	USE_35877	1.363	IL6	29
OncotreePrimaryDisease	rescued	Invasive Breast Carcinoma	USE_7091	1.083	SLC15A3	2
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_24152	1.06	BCL2L1	9
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_13333	1.0	GOLGA6L6	3324
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_5527	1.076	ZMIZ1	13
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_12708	0.983	SLC39A9	12
OncotreePrimaryDisease	rescued	Melanoma	USE_33256	1.353	SLC35B3	380
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_12585	0.941	ESR2	2
OncotreePrimaryDisease	rescued	Renal Cell Carcinoma	USE_40377	1.15	PTP4A3	390
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_23614	0.95	KIF1A	51
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_18209	0.95	ANKRD30B	91
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_20482	1.636	MYCN	272
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_14021	1.072	MEGF11	80
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_8306	1.047	RPUSD4	13
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_8978	1.057	KRAS	136
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_16641	0.979	TMEM132E	1
OncotreePrimaryDisease	rescued	Melanoma	USE_12290	0.814	MDGA2	34
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_35225	1.011	ARID1B	714
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_3348	1.276	PTPRC	79
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_38746	1.3	SNTG1	378
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_24880	1.626	CDH26	16
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_5361	1.04	UNC5B	33
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_8962	1.158	IRAG2	54
OncotreePrimaryDisease	rescued	Lung Neuroendocrine Tumor	USE_36801	1.033	CACNA2D1	368
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_2835	1.307	CCDC190	6
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_38410	1.332	STMN4	33
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_34075	1.125	MYMX	16
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_7407	0.819	FADD	8
OncotreePrimaryDisease	rescued	Colorectal Adenocarcinoma	USE_24422	1.24	R3HDML	12
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_19055	0.975	ARHGEF18	61
OncotreePrimaryDisease	rescued	Mature T and NK Neoplasms	USE_8541	1.074	CACNA1C	206
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_30651	1.211	FBXO8	103
OncotreePrimaryDisease	rescued	Rhabdomyosarcoma	USE_16196	0.816	NLRP1	211
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_6610	1.009	CALCA	34
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_34711	0.88	MAN1A1	179
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_10863	0.871	FGF9	765
OncotreePrimaryDisease	rescued	Mature B-Cell Neoplasms	USE_34417	0.896	SPACA1	177
OncotreePrimaryDisease	rescued	Ewing Sarcoma	USE_3194	1.305	RGL1	3
OncotreePrimaryDisease	rescued	Adult-Type Diffuse Glioma	USE_21128	1.039	GTF2A1L	20
OncotreePrimaryDisease	rescued	Neuroblastoma	USE_20486	14.159	CYRIA	320
OncotreePrimaryDisease	rescued	B-Cell Acute Lymphoblastic Leukemia	USE_42331	0.676	WWC3	32
