level	group	n_lines	n_spec_fdr05	n_spec_fdr10	n_spec_fdr25	top15_identity	genes
line	OVCAR5	1	5985	6815	8483	0	GATA6:98;PAX8:259;MECOM:305;WT1:8463;SOX17:9883
line	SHSY5Y	1	4292	4899	6271	0	
line	SKMEL2	1	5804	6414	7671	0	
line	SMSCTR	1	5204	6004	7728	0	
line	SUMB002	1	4418	5265	6989	0	
line	TC32	1	4042	4802	6504	0	
line	TTC1240	1	2639	3289	4787	0	
line	UPCISCC090	1	4790	5542	7118	0	
line	UPCISCC152	1	3956	4678	6202	0	
line	BIN67	1	2163	2824	4717	0	SOX17:24;WT1:957;MECOM:7121;GATA6:11767;PAX8:19233
line	TC106	1	3255	3949	5573	0	
line	NB1643	1	5091	5911	7628	0	
line	PLCPRF5	1	4319	5109	6923	0	
line	C33A	1	4941	6164	8385	0	
line	CHP134	1	2139	2839	4415	0	
line	GIMEN	1	3459	4241	6051	0	
line	NGP	1	4166	4950	6719	0	
line	SUM44PE	1	4706	5390	6801	0	ESR1:71;TFAP2C:180;FOXA1:238;SPDEF:352;GRHL2:533;XBP1:1726;GATA3:5929
line	WERIRB1	1	4819	5630	7194	0	
line	921	1	5341	6209	7964	0	
line	BJAB	1	5778	6374	7645	0	
line	HUO9	1	5713	6510	8148	0	
line	MOLM14	1	5122	5971	7827	1	CEBPA:14;IRF8:24;SPI1:209;MEF2C:382;RUNX1:616;MYB:788
line	NCCIT	1	4442	5245	6998	0	
line	RAMOS	1	4180	4724	5963	0	
line	SKNO1	1	4480	5334	7019	0	SPI1:53;MYB:101;RUNX1:192;MEF2C:609;CEBPA:3910;IRF8:4084
line	SUCCS1	1	5487	6079	7417	0	
line	VAL	1	4000	4449	5554	0	
line	CCRFHSB2DM	1	4256	5026	6549	0	MYB:18;LEF1:268;RUNX1:408;TAL1:2308;TCF7:2487;TLX1:3373;LMO2:9822;TLX3:12223
line	RH4	1	6722	7437	8908	0	
line	LPS141	1	4698	5437	7061	0	
line	BC1	1	3941	4826	6620	0	
line	BC3	1	3748	4605	6641	0	
line	NTERA2CLD1	1	5963	6622	8047	0	
line	HAP1	1	2730	3276	4698	0	GATA1:1278;TAL1:1378;GATA2:1425;MYB:2308;KLF1:6772
line	MAVER1	1	5739	6342	7678	0	
line	Z138	1	5695	6477	8057	0	
line	SNU1750	1	5090	5804	7371	0	
line	KASUMI3	1	3674	4341	5699	0	RUNX1:254;SPI1:816;MEF2C:991;IRF8:6105;CEBPA:14218;MYB:16956
line	CHRF28811	1	3048	3581	4980	0	RUNX1:138;SPI1:457;MEF2C:715;MYB:1149;CEBPA:1257;IRF8:12144
