level	group	n_lines	n_spec_fdr05	n_spec_fdr10	n_spec_fdr25	top15_identity	genes
line	SUPT1	1	2871	3561	5123	0	LEF1:510;TCF7:859;MYB:3465;TLX1:3752;TAL1:8015;TLX3:9061;RUNX1:14094;LMO2:25119
line	22RV1	1	3206	3807	5271	0	
line	LS180	1	4499	5378	7259	0	CDX2:18;HNF4A:67;ASCL2:71;KLF5:382;CDX1:716;VDR:816;TCF7L2:4585
line	SW48	1	3968	5036	7395	1	CDX2:5;HNF4A:31;KLF5:246;TCF7L2:5273;VDR:5377;ASCL2:12969;CDX1:17870
line	REH	1	5216	5722	6825	0	
line	IGROV1	1	3054	3575	4701	0	
line	KM12	1	3353	3977	5362	0	HNF4A:174;TCF7L2:218;KLF5:585;CDX1:1760;CDX2:2576;ASCL2:9292;VDR:12222
line	HCT116	1	3436	4168	5911	0	KLF5:307;CDX2:621;ASCL2:1664;TCF7L2:3188;HNF4A:3482;CDX1:11280;VDR:14469
line	HCC2450	1	3686	4370	5938	0	
line	HUCCT1	1	4884	5665	7314	0	
line	DU145	1	2235	2715	3845	0	
line	DND41	1	4643	5263	6716	0	MYB:231;RUNX1:308;LEF1:1392;TCF7:1840;TAL1:4170;TLX3:6475;TLX1:7848;LMO2:18121
line	HT115	1	5395	6286	8415	0	HNF4A:22;CDX2:258;KLF5:495;TCF7L2:650;VDR:877;CDX1:968;ASCL2:1506
line	JURKAT	1	3681	4244	5579	0	TAL1:151;RUNX1:267;TCF7:275;MYB:429;LEF1:633;TLX3:9272;TLX1:16841;LMO2:19095
line	HCT15	1	2263	2758	4149	0	CDX2:69;HNF4A:77;ASCL2:327;KLF5:335;VDR:2456;CDX1:3373;TCF7L2:10324
line	143B	1	4435	5085	6493	0	
line	BT16	1	3494	4289	6293	0	
line	CHLA10	1	3891	4688	6735	0	
line	D425	1	3220	3863	5322	0	
line	DLD1	1	4012	4711	6139	0	CDX2:22;HNF4A:295;ASCL2:328;KLF5:952;VDR:1273;TCF7L2:1471;CDX1:1909
line	FEPD	1	4927	5723	7436	0	
line	KOPN8	1	5252	5788	6862	0	
line	MAC2A	1	3860	4381	5592	0	
line	OVCAR5	1	5211	5996	7620	0	GATA6:157;PAX8:346;MECOM:802;WT1:13688;SOX17:20477
line	SHSY5Y	1	4134	4708	5967	0	
line	SKMEL2	1	5818	6468	7790	0	
line	SMSCTR	1	4294	4985	6479	0	
line	SUMB002	1	4269	5014	6638	0	
line	TC32	1	3556	4334	6018	0	
line	TTC1240	1	2431	3059	4486	0	
line	UPCISCC090	1	4232	4952	6579	0	
line	UPCISCC152	1	2594	3239	4801	0	
line	BIN67	1	2052	2646	4470	1	SOX17:9;WT1:1235;MECOM:5575;GATA6:13362;PAX8:19303
line	TC106	1	2677	3178	4543	0	
line	NB1643	1	4639	5353	6997	0	
line	PLCPRF5	1	3788	4557	6246	0	
line	C33A	1	4703	5904	8059	0	
line	CHP134	1	2228	2874	4406	0	
line	GIMEN	1	2808	3492	5017	0	
line	NGP	1	3582	4290	6006	0	
line	SUM44PE	1	3673	4327	5764	0	ESR1:60;TFAP2C:128;GRHL2:359;SPDEF:403;FOXA1:422;XBP1:830;GATA3:11048
line	WERIRB1	1	4315	5000	6510	0	
line	921	1	4762	5515	7308	0	
line	BJAB	1	5629	6217	7377	0	
line	HUO9	1	4502	5206	6729	0	
line	MOLM14	1	4584	5358	7241	1	CEBPA:7;IRF8:19;SPI1:156;MEF2C:392;RUNX1:503;MYB:1490
line	NCCIT	1	3576	4262	5998	0	
line	RAMOS	1	3833	4285	5460	0	
line	SKNO1	1	4004	4813	6574	0	SPI1:72;RUNX1:215;MYB:784;MEF2C:1006;CEBPA:3182;IRF8:5172
line	SUCCS1	1	5414	6013	7251	0	
line	VAL	1	4110	4594	5741	0	
line	CCRFHSB2DM	1	3943	4666	6109	0	MYB:29;RUNX1:377;LEF1:579;TAL1:1518;TCF7:2460;TLX1:3349;LMO2:10646;TLX3:12171
line	RH4	1	5902	6473	7768	0	
line	LPS141	1	4015	4674	6270	0	
line	BC1	1	3219	4101	5927	0	
line	BC3	1	3277	4053	6063	0	
line	NTERA2CLD1	1	5030	5614	6949	0	
line	HAP1	1	2337	2830	4074	0	TAL1:986;GATA2:1359;MYB:2297;GATA1:5893;KLF1:8386
line	MAVER1	1	5076	5626	6911	0	
line	Z138	1	5284	6007	7623	0	
line	SNU1750	1	4643	5317	6711	0	
line	KASUMI3	1	3813	4489	6008	0	RUNX1:247;MEF2C:260;SPI1:790;IRF8:1318;CEBPA:18469;MYB:19193
line	CHRF28811	1	3250	3830	5200	0	RUNX1:305;SPI1:411;MEF2C:863;MYB:1173;CEBPA:2087;IRF8:11326
