level	group	se	gene	dist_kb	se_rank	se_fdr	gene_fdr	gene_specific	rho
OncotreePrimaryDisease	Breast Ductal Carcinoma In Situ	USE_25048	TPTE	2303	8	4.0490372755966584e-154	0.999999999809388	False	-0.012793339407134416
OncotreePrimaryDisease	Breast Ductal Carcinoma In Situ	USE_25056	TPTE	2131	9	3.21128641060636e-153	0.999999999809388	False	0.018690616143216637
OncotreePrimaryDisease	Breast Ductal Carcinoma In Situ	USE_25082	TPTE	291	10	2.3214189906199192e-151	0.999999999809388	False	-0.11124518214610483
OncotreePrimaryDisease	Breast Ductal Carcinoma In Situ	USE_25063	TPTE	1576	11	7.620619653238813e-148	0.999999999809388	False	0.019688496012929612
OncotreePrimaryDisease	Breast Ductal Carcinoma In Situ	USE_25041	TPTE	2343	12	1.351907098405768e-143	0.999999999809388	False	0.0511289604309445
OncotreePrimaryDisease	Breast Ductal Carcinoma In Situ	USE_25045	TPTE	2322	13	6.127669688646664e-126	0.999999999809388	False	-0.08283278781699503
OncotreePrimaryDisease	Breast Ductal Carcinoma In Situ	USE_25060	TPTE	2095	14	4.584473126897886e-120	0.999999999809388	False	-0.08081045016336363
OncotreePrimaryDisease	Breast Ductal Carcinoma In Situ	USE_25051	TPTE	2160	15	2.622291913706914e-119	0.999999999809388	False	0.05696704090356918
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_23098	IKZF2	537	1	4.8461517424378896e-148	0.936029810331619	False	-0.0031327749151122083
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_38011	PTPRN2	270	2	1.1089915181295664e-72	0.9341558367599954	False	0.07530258693831178
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_4996	ANKRD30A	379	3	5.023551420165083e-72	0.9760517518877493	False	-0.03411939541249067
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_42846	MAGEA4	5	4	1.110032606918637e-70	0.049473391022229106	True	0.44866614964666246
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_12661	RAD51B	204	5	5.775890134482211e-70	0.9038911836483682	False	0.1574400661818433
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_42712	PLS3	126	6	1.5005337883134312e-68	0.9038911836483682	False	0.08858411766587061
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_36835	SEMA3D	745	7	8.67055030795988e-68	0.16370729095297132	False	0.3001858130826483
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_33551	SOX4	69	8	3.758849494380785e-59	0.9038911836483682	False	0.38241927064590714
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_32142	ZNF608	630	9	1.7122899554094311e-57	0.9038911836483682	False	0.3370590992667781
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_34221	MLIP	81	10	3.008537937807277e-57	0.0014228675406118118	True	0.21292648726713087
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_11852	ATP11A	55	11	5.8577500957484985e-56	0.9038911836483682	False	0.532649058308034
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_10202	ACTR6	229	12	8.010466495104011e-56	0.9038911836483682	False	0.208397088919277
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_30023	MMRN1	144	13	1.18086621301455e-53	1.888249661784655e-05	True	0.13290990984945636
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_34222	MLIP	24	14	1.4013476511457257e-52	0.0014228675406118118	True	0.26915583447412145
OncotreePrimaryDisease	Cervical Squamous Cell Carcinoma	USE_33549	SOX4	64	15	1.778024738304732e-52	0.9038911836483682	False	0.3780244495035693
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_11122	COG6	83	1	2.2595239108692744e-120	0.9038911836483682	False	0.14912345712373862
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_33262	SLC35B3	734	2	4.445762044746452e-110	0.9038911836483682	False	0.13880448343460652
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_34154	TFAP2D	291	3	5.0967425244324486e-110	0.9760517518877493	False	0.06057294237433373
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_12216	PAX9	67	4	3.389765062858957e-108	0.9038911836483682	False	0.27052539560250494
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_6903	API5	110	5	1.2834359107016289e-102	0.9038911836483682	False	0.17825138772912216
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_29626	KCTD8	86	6	2.5196065159122094e-100	0.00208921793337065	True	0.19643919204727084
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_41653	SLC31A2	17	7	1.7719663118799228e-98	0.9038911836483682	False	0.19326323630176848
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_36740	MAGI2	176	8	6.324535077784196e-98	0.9038911836483682	False	0.2468216504290072
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_21014	C1GALT1C1L	107	9	1.0849616831139906e-97	0.9760517518877493	False	-0.09997037020340337
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_30941	MTRR	389	10	1.0625707779097041e-96	0.9038911836483682	False	0.22823023768581874
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_5173	MBL2	498	11	5.503638718923585e-96	0.9038911836483682	False	0.14941864487613166
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_36739	MAGI2	192	12	8.326688278995473e-96	0.9038911836483682	False	0.20106818552702485
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_26925	MOBP	35	13	3.114791875359388e-95	0.9038911836483682	False	0.07626955122276638
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_38079	CSMD1	851	14	7.790347568415401e-94	0.13165498732481057	False	0.18754797023701206
OncotreePrimaryDisease	Clear Cell Sarcoma	USE_28332	GPR149	156	15	1.1462486994801548e-91	0.9038911836483682	False	0.04459295015425005
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_15392	CYLD	16	1	6.490715071797494e-86	0.9197492090101198	False	0.07122762021746151
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_33073	FOXQ1	258	2	1.0890729462856345e-44	0.05797467217767452	True	0.489495936023914
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_17405	AXIN2	87	3	9.76416689345927e-41	0.09501415195304584	True	0.34886459924999225
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_17306	MED13	161	4	5.815256267117606e-40	0.9038911836483682	False	0.09205499492853803
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_16174	SPNS3	15	5	1.256033878714327e-38	0.9038911836483682	False	0.18081269644446904
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_24422	R3HDML	12	6	2.2410883963935265e-35	0.888261229519342	False	0.26272010184469174
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_597	SYF2	28	7	1.0853515269659568e-31	0.9038911836483682	False	0.07152032290403874
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_35527	ADAP1	0	8	2.1192946576446267e-31	0.6543602984767297	False	0.4940626035930727
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_39987	POU5F1B	123	9	2.787995383195888e-31	0.015879983645122286	True	0.4068425702824751
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_10073	EEA1	170	10	4.221788059166056e-31	0.9038911836483682	False	0.09430671870388897
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_10869	SGCG	461	11	1.897989937575144e-30	0.999999999809388	False	-0.01745165882592137
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_28780	EPHB3	12	12	3.393846982243697e-29	0.9038911836483682	False	0.3321732160145525
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_10951	CDX2	3	13	2.571812385330702e-28	1.642985557728519e-10	True	0.6432702152829608
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_17403	AXIN2	142	14	4.289156190095392e-28	0.09501415195304584	True	0.3721454449525212
OncotreePrimaryDisease	Colorectal Adenocarcinoma	USE_2887	GPA33	26	15	4.6651840346855985e-28	3.6683238280988056e-11	True	0.3519691089461772
OncotreePrimaryDisease	Diffuse Glioma	USE_40186	TG	54	1	1.0419876165157151e-145	0.9038911836483682	False	0.21616915419955074
OncotreePrimaryDisease	Diffuse Glioma	USE_35832	MACC1	11	2	8.104262027050822e-121	0.9760517518877493	False	0.2586280938149492
OncotreePrimaryDisease	Diffuse Glioma	USE_28691	FXR1	53	3	6.891332727883255e-94	0.9038911836483682	False	0.23961490595319837
OncotreePrimaryDisease	Diffuse Glioma	USE_39745	SNTB1	111	4	2.0039400223438884e-88	0.9038911836483682	False	0.430692434862308
OncotreePrimaryDisease	Diffuse Glioma	USE_36208	INHBA	588	5	1.2572769963931429e-84	0.9499372626603796	False	0.3529676658992389
OncotreePrimaryDisease	Diffuse Glioma	USE_39326	SDC2	31	6	7.747143157621825e-76	0.9038911836483682	False	0.5577084793335354
OncotreePrimaryDisease	Diffuse Glioma	USE_39084	ZFHX4	157	7	5.4333712572879654e-74	0.9038911836483682	False	0.3599861728124993
OncotreePrimaryDisease	Diffuse Glioma	USE_40194	SLA	22	8	1.5157607556737325e-71	0.9038911836483682	False	0.39830725719605947
OncotreePrimaryDisease	Diffuse Glioma	USE_37602	BPGM	28	9	2.0470888192715103e-70	0.9038911836483682	False	0.262403677672805
OncotreePrimaryDisease	Diffuse Glioma	USE_39085	ZFHX4	152	10	8.896465035132366e-69	0.9038911836483682	False	0.3386589068905805
OncotreePrimaryDisease	Diffuse Glioma	USE_38328	HRURF	2	11	7.159862413580817e-63	0.9760517518877493	False	0.010625737616681225
OncotreePrimaryDisease	Diffuse Glioma	USE_13918	RORA	99	12	2.778105946631605e-62	0.9038911836483682	False	0.22737192852810414
OncotreePrimaryDisease	Diffuse Glioma	USE_10332	CMKLR1	6	13	4.164428313732864e-61	0.9038911836483682	False	0.4371164210962404
OncotreePrimaryDisease	Diffuse Glioma	USE_39325	SDC2	18	14	2.1785653041035927e-60	0.9038911836483682	False	0.39887675172548315
OncotreePrimaryDisease	Diffuse Glioma	USE_38998	SULF1	492	15	4.402607997843129e-58	0.9038911836483682	False	0.3389473647911531
OncotreePrimaryDisease	Embryonal Tumor	USE_40282	KHDRBS3	962	1	0.0	0.92080499788275	False	0.23130365777198206
OncotreePrimaryDisease	Embryonal Tumor	USE_40285	KHDRBS3	1064	2	0.0	0.92080499788275	False	0.2825336528276468
OncotreePrimaryDisease	Embryonal Tumor	USE_40284	KHDRBS3	1016	3	3.0643137e-317	0.92080499788275	False	0.3073253895040604
OncotreePrimaryDisease	Embryonal Tumor	USE_40281	KHDRBS3	917	4	4.7285977205807423e-281	0.92080499788275	False	0.26445134493609884
OncotreePrimaryDisease	Embryonal Tumor	USE_40100	GSDMC	693	5	2.491896244534975e-278	0.999999999809388	False	0.04452248918410953
OncotreePrimaryDisease	Embryonal Tumor	USE_40283	KHDRBS3	1021	6	4.084471949601265e-273	0.92080499788275	False	0.3060681575440937
OncotreePrimaryDisease	Embryonal Tumor	USE_40273	KHDRBS3	446	7	1.280714384106887e-258	0.92080499788275	False	0.31670098480968933
OncotreePrimaryDisease	Embryonal Tumor	USE_40280	KHDRBS3	924	8	4.482117716111145e-232	0.92080499788275	False	0.34731547933772094
OncotreePrimaryDisease	Embryonal Tumor	USE_40101	GSDMC	688	9	2.3446953919424568e-163	0.999999999809388	False	0.053022024076238926
OncotreePrimaryDisease	Embryonal Tumor	USE_20823	TTC27	191	10	4.4227335013694186e-159	0.9038911836483682	False	-0.011090328209609372
OncotreePrimaryDisease	Embryonal Tumor	USE_40278	KHDRBS3	706	11	1.9866243896423777e-155	0.92080499788275	False	0.33749226771606217
OncotreePrimaryDisease	Embryonal Tumor	USE_39995	POU5F1B	40	12	2.9154362218142057e-149	0.9038911836483682	False	0.32903272373362025
OncotreePrimaryDisease	Embryonal Tumor	USE_20822	TTC27	199	13	3.3473358063566625e-148	0.9038911836483682	False	-0.036050857493121896
OncotreePrimaryDisease	Embryonal Tumor	USE_39980	POU5F1B	279	14	2.374754703153981e-134	0.9038911836483682	False	0.33272813710584054
OncotreePrimaryDisease	Embryonal Tumor	USE_40266	KHDRBS3	335	15	2.5124885314505898e-129	0.92080499788275	False	0.29165346738125875
OncotreePrimaryDisease	Endometrial Carcinoma	USE_6765	EIF3M	67	1	3.0082543710646787e-88	0.9038911836483682	False	0.2530612714480302
OncotreePrimaryDisease	Endometrial Carcinoma	USE_33677	OR2B6	48	2	1.433213048888628e-78	0.9355918853356077	False	0.06121250855963855
OncotreePrimaryDisease	Endometrial Carcinoma	USE_35197	CNKSR3	100	4	6.230575246572891e-64	0.9038911836483682	False	0.4571255578310045
OncotreePrimaryDisease	Endometrial Carcinoma	USE_7072	OR10V1	19	7	1.6629548968950794e-50	0.9760517518877493	False	0.07327290782174269
OncotreePrimaryDisease	Endometrial Carcinoma	USE_39923	TRIB1	142	8	6.910988656765989e-46	0.9038911836483682	False	0.35083199534672294
OncotreePrimaryDisease	Endometrial Carcinoma	USE_15564	RRAD	4	9	7.385114117381376e-40	0.928688198972917	False	0.2587808119449119
OncotreePrimaryDisease	Endometrial Carcinoma	USE_33625	SLC17A2	16	10	1.6231567818956472e-39	0.9760517518877493	False	0.20351329395538345
OncotreePrimaryDisease	Endometrial Carcinoma	USE_33554	SOX4	208	11	4.1070635577296587e-39	0.9038911836483682	False	0.24873066296088303
OncotreePrimaryDisease	Endometrial Carcinoma	USE_40036	MYC	140	12	8.967115152606378e-36	0.9038911836483682	False	-0.02769036978730361
OncotreePrimaryDisease	Endometrial Carcinoma	USE_28531	TNIK	56	13	3.4013211496090264e-35	0.9038911836483682	False	0.40590668225881105
OncotreePrimaryDisease	Endometrial Carcinoma	USE_34991	CITED2	775	14	8.304851391371006e-35	0.9038911836483682	False	0.217149273821758
OncotreePrimaryDisease	Endometrial Carcinoma	USE_33624	SLC17A3	22	15	3.581578755049443e-34	0.9038911836483682	False	0.24997443565170815
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_35508	FOXL3	99	1	8.820196216635189e-68	0.999999999809388	False	0.006065035217337728
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_1266	FAM151A	0	2	3.1553548522820966e-64	0.9038911836483682	False	0.2991791068436402
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_16464	SLC47A2	8	3	2.109826270234214e-56	0.009869749288733519	True	0.44792348641829666
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_35507	FOXL3	77	4	2.801626107771983e-52	0.999999999809388	False	0.07216748913021633
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_94	TP73	22	5	1.8446072767488145e-45	0.9038911836483682	False	0.31680880870410655
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_10520	NOS1	25	6	7.364899786275509e-45	1.3318309283885863e-08	True	0.3222981073508183
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_22311	KYNU	835	7	1.1885905210709921e-43	0.9038911836483682	False	0.06380368297688521
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_22310	KYNU	844	8	9.448168132241594e-36	0.9038911836483682	False	0.07851180081262894
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_4841	BAMBI	291	9	5.401279499139594e-35	0.9038911836483682	False	0.3783318024850318
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_41444	TRMO	25	10	2.215412599847344e-33	0.9038911836483682	False	0.15861194713907206
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_9440	KRT74	10	11	4.611105021951302e-31	3.7208492220196276e-08	True	0.5515390602100376
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_3404	PKP1	24	12	1.9687374036364263e-30	4.464141820273955e-05	True	0.5969939486769984
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_42152	OLFM1	54	13	2.83156660908738e-27	0.9038911836483682	False	0.4410571994420007
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_27372	FRMD4B	186	14	5.534961931288255e-27	0.9038911836483682	False	0.38304205400542174
OncotreePrimaryDisease	Esophageal Squamous Cell Carcinoma	USE_14174	INSYN1	8	15	1.0945049845664224e-26	0.9038911836483682	False	0.6626099432939154
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_28201	DIPK2A	789	1	3.527082337823115e-130	0.9515803992934945	False	0.10916552711499765
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_19729	PSG3	67	2	6.4499120871812485e-99	0.9038911836483682	False	0.02375902422637076
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_30907	ADAMTS16	809	3	4.788815711886995e-86	0.9518448638994742	False	-0.041949721125313505
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_26951	CTNNB1	46	4	2.422136253966861e-69	0.9038911836483682	False	0.21881826775125413
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_3147	CACNA1E	187	5	1.2164416981781591e-60	0.999999999809388	False	0.23184460555526767
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_30617	GALNT7	300	6	3.29666949107198e-56	0.9038911836483682	False	0.13767915665239097
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_30848	ZDHHC11B	11	7	7.6472410520457e-48	2.4481035527593496e-05	True	0.36101322767496574
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_17408	AXIN2	28	8	5.95945871244925e-45	0.0011729378918354473	True	0.44994393429550006
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_29417	PPARGC1A	652	9	6.754449769463595e-42	0.9038911836483682	False	-0.05450698259832851
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_39580	CSMD3	237	10	2.232685987191687e-41	0.0006652721613165232	True	0.14172842650362877
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_42706	LRCH2	46	11	2.2844908174844616e-39	0.9038911836483682	False	-0.07096448636731441
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_41205	NTRK2	239	12	3.159618992867844e-39	0.9038911836483682	False	0.24623776337307418
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_478	PLA2G2E	4	13	1.4502904800583308e-37	1.9654160406657712e-100	True	0.1858016770958793
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_5454	LRMDA	258	14	3.0133627328421157e-37	0.9038911836483682	False	0.35593781434583827
OncotreePrimaryDisease	Esophagogastric Adenocarcinoma	USE_11776	MYO16	86	15	1.6549257424736678e-36	0.7630683113269204	False	0.1677015476480319
OncotreePrimaryDisease	Ewing Sarcoma	USE_13093	VRK1	339	1	2.0084153958182197e-264	0.9038911836483682	False	0.19138341082106317
OncotreePrimaryDisease	Ewing Sarcoma	USE_13092	VRK1	337	2	1.612375057513811e-239	0.9038911836483682	False	0.2150040360329315
OncotreePrimaryDisease	Ewing Sarcoma	USE_18121	APCDD1	9	3	4.955010673396617e-208	4.251224271853773e-08	True	0.3753978383636123
OncotreePrimaryDisease	Ewing Sarcoma	USE_3242	HMCN1	246	4	9.357148757022104e-204	0.00011442202801281002	True	0.31335983731411055
OncotreePrimaryDisease	Ewing Sarcoma	USE_38410	STMN4	33	5	8.745977482896838e-200	5.99788228406509e-06	True	0.11213823649782886
OncotreePrimaryDisease	Ewing Sarcoma	USE_26516	LMCD1	226	6	3.4520837306115493e-199	0.9038911836483682	False	0.05080348325783057
OncotreePrimaryDisease	Ewing Sarcoma	USE_42547	XAGE1B	1	7	4.4938905699559704e-188	1.493026475967109e-05	True	0.3700073344021816
OncotreePrimaryDisease	Ewing Sarcoma	USE_7662	CCDC90B	461	8	2.398015357650557e-183	0.9038911836483682	False	0.18868594419759735
OncotreePrimaryDisease	Ewing Sarcoma	USE_36057	NEUROD6	4	9	1.265229527334261e-182	2.711634661367106e-65	True	0.1672418577787814
OncotreePrimaryDisease	Ewing Sarcoma	USE_40679	CER1	1	10	5.814153927746593e-181	3.292634458314828e-37	True	0.17020577597579215
OncotreePrimaryDisease	Ewing Sarcoma	USE_41696	TNC	345	11	9.83397812894798e-181	0.9038911836483682	False	0.301610056371915
OncotreePrimaryDisease	Ewing Sarcoma	USE_41707	PAPPA	413	12	1.3252241391014556e-177	0.002455568504131463	True	0.2100447055060118
OncotreePrimaryDisease	Ewing Sarcoma	USE_5901	XPNPEP1	702	13	1.1214395345193074e-174	0.9038911836483682	False	-0.0244679647076545
OncotreePrimaryDisease	Ewing Sarcoma	USE_15163	HS3ST4	114	14	3.8260366018196945e-172	5.406229667899098e-27	True	0.2642888686994777
OncotreePrimaryDisease	Ewing Sarcoma	USE_3241	HMCN1	275	15	1.0576647185915503e-170	0.00011442202801281002	True	0.1870590196365427
OncotreePrimaryDisease	Fibrosarcoma	USE_8430	NTM	57	1	5.018679074552624e-102	0.12457998239435798	False	0.468744782327102
OncotreePrimaryDisease	Fibrosarcoma	USE_16780	IGFBP4	3	2	7.335414284938058e-98	0.9760517518877493	False	0.35793678207208235
OncotreePrimaryDisease	Fibrosarcoma	USE_37557	PLXNA4	90	3	9.856341544509994e-75	0.006223105782791677	True	0.25252273091762684
OncotreePrimaryDisease	Fibrosarcoma	USE_19965	SHANK1	13	4	1.1039870774119833e-71	0.9038911836483682	False	0.4651853247593086
OncotreePrimaryDisease	Fibrosarcoma	USE_12754	DPF3	192	5	3.189860491207341e-59	0.9038911836483682	False	0.2593389311207627
OncotreePrimaryDisease	Fibrosarcoma	USE_10766	SFSWAP	128	6	5.522464804304163e-56	0.9038911836483682	False	0.16127251306025528
OncotreePrimaryDisease	Fibrosarcoma	USE_4417	ADARB2	274	7	1.448365865567647e-55	0.9760517518877493	False	0.5090381330854701
OncotreePrimaryDisease	Fibrosarcoma	USE_40303	COL22A1	39	8	2.871323054290125e-51	0.9038911836483682	False	0.2215802199882969
OncotreePrimaryDisease	Fibrosarcoma	USE_40163	ADCY8	41	9	3.2030234221010447e-51	0.9760517518877493	False	0.2171045650584198
OncotreePrimaryDisease	Fibrosarcoma	USE_40302	COL22A1	10	10	8.420516309799464e-51	0.9038911836483682	False	0.17558589693041743
OncotreePrimaryDisease	Fibrosarcoma	USE_24179	NOL4L	43	11	4.846026824834279e-47	0.9038911836483682	False	0.4601813311872038
OncotreePrimaryDisease	Fibrosarcoma	USE_34804	TMEM200A	38	12	1.0088920185244179e-42	0.9038911836483682	False	0.5375456307216389
OncotreePrimaryDisease	Fibrosarcoma	USE_7833	ARHGAP42	90	13	7.053960725899357e-40	0.9038911836483682	False	0.36036364332399
OncotreePrimaryDisease	Fibrosarcoma	USE_14867	CARHSP1	11	14	2.177426727354045e-38	0.9038911836483682	False	0.18658407491156545
OncotreePrimaryDisease	Fibrosarcoma	USE_24058	NXT1	94	15	5.210827574983713e-38	0.9038911836483682	False	0.02241048421425516
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_10670	RFLNA	51	1	2.612397345212884e-190	0.9793162700047396	False	-0.016614854035560005
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_37922	ACTR3B	106	2	1.3263204239945635e-176	0.9321247840955272	False	0.1708680025931211
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_10524	KSR2	82	3	1.290537286182939e-175	0.9038911836483682	False	0.11409667549861693
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_42198	EGFL7	34	4	1.608037485233976e-153	0.9038911836483682	False	0.2116280357822875
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_30880	IRX4	47	5	1.5946849659648294e-147	1.5533647497049667e-14	True	0.1550718016521985
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_6313	KNDC1	12	6	1.0211146509417178e-136	0.9760517518877493	False	0.08907676500989832
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_26428	BRD1	203	7	5.170200125227681e-121	0.9038911836483682	False	0.11067184898467755
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_8316	ST3GAL4	46	8	4.681452924715788e-114	0.9038911836483682	False	0.2265912096620783
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_42155	OLFM1	127	9	9.115840876580713e-109	0.9038911836483682	False	0.19186276337134006
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_110	NPHP4	53	10	1.835057886711287e-108	0.9106941280455106	False	0.1421665510392952
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_13290	TMEM121	132	11	8.149507698738442e-105	0.907995788733237	False	0.023052980842409285
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_19052	ZNF557	34	12	4.514819935766361e-103	0.9038911836483682	False	0.11777485461517256
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_23566	ASB1	46	13	3.0803539751734293e-102	0.9038911836483682	False	0.14454509480864763
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_41273	CKS2	56	14	1.2160923957320044e-101	0.9038911836483682	False	0.11756347220301047
OncotreePrimaryDisease	Head and Neck Squamous Cell Carcinoma	USE_41363	PHF2	8	15	8.664150285444629e-101	0.9038911836483682	False	0.12719993589435846
OncotreePrimaryDisease	Hepatoblastoma	USE_18627	ALPK2	142	1	1.3010049080974364e-90	0.9038911836483682	False	0.2837623118987319
OncotreePrimaryDisease	Hepatoblastoma	USE_19331	SLC25A42	10	2	6.711711127215728e-89	0.9038911836483682	False	0.12438178597333409
OncotreePrimaryDisease	Hepatoblastoma	USE_14977	NOMO1	9	3	8.510188643542924e-82	0.9038911836483682	False	0.1778505937396407
OncotreePrimaryDisease	Hepatoblastoma	USE_35414	UNC93A	16	4	1.184396205574811e-72	7.706284216688053e-08	True	0.3099405892675359
OncotreePrimaryDisease	Hepatoblastoma	USE_37974	RNF32	46	5	1.4850675619134773e-67	0.9595871743593123	False	0.2554649651739989
OncotreePrimaryDisease	Hepatoblastoma	USE_14845	NAGPA	6	6	8.779175181488499e-66	0.9038911836483682	False	0.2323479052825773
OncotreePrimaryDisease	Hepatoblastoma	USE_6377	KRTAP5-6	7	7	2.3600917674026756e-63	0.6723608298887251	False	0.18896985741766167
OncotreePrimaryDisease	Hepatoblastoma	USE_28895	LPP	224	9	1.1260262712645025e-58	0.9038911836483682	False	0.2485011027185766
OncotreePrimaryDisease	Hepatoblastoma	USE_5949	GPAM	43	10	5.77859515248097e-57	0.9038911836483682	False	0.2880095826698608
OncotreePrimaryDisease	Hepatoblastoma	USE_22554	SCN1A	68	11	1.722018878035334e-56	6.14780920137845e-05	True	0.22256303536153516
OncotreePrimaryDisease	Hepatoblastoma	USE_33078	FOXQ1	83	12	8.773500129448884e-56	0.4788349427075942	False	0.3442051151418674
OncotreePrimaryDisease	Hepatoblastoma	USE_5200	PHYHIPL	138	13	6.670162574438209e-55	0.125316756027009	False	0.23449460159161603
OncotreePrimaryDisease	Hepatoblastoma	USE_31314	SELENOP	32	14	5.98130801115939e-54	0.29405580356798944	False	0.10395709202785158
OncotreePrimaryDisease	Hepatoblastoma	USE_35419	TTLL2	81	15	2.213384863979472e-52	0.9038911836483682	False	0.18215666812321787
OncotreePrimaryDisease	Hepatocellular Carcinoma	USE_18628	ALPK2	108	1	6.507941907760376e-67	0.5626913136095262	False	0.022904065273635966
OncotreePrimaryDisease	Hepatocellular Carcinoma	USE_35423	AFDN	223	2	8.526774757340121e-66	0.9038911836483682	False	0.2636263936487263
OncotreePrimaryDisease	Hepatocellular Carcinoma	USE_38270	FGL1	20	3	6.6137012006260315e-62	8.441519130688022e-31	True	0.30775420180335306
