level	group	se	gene	dist_kb	se_rank	se_fdr	gene_fdr	gene_specific	rho
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_41579	PTPN3	100	2	2.8031083082227163e-53	0.9065777429082744	False	0.28921410522128144
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_3506	GOLT1A	20	3	8.795565975604874e-53	0.9065777429082744	False	0.3766172089461932
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_41580	PTPN3	119	4	9.494112373386356e-45	0.9065777429082744	False	0.37867946924487994
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_22142	GYPC	964	5	1.0614019066356118e-40	0.9835212935722317	False	-0.10439818301417127
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_486	UBXN10	20	6	8.887749894298234e-39	0.9065777429082744	False	0.25167154519708795
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_34405	HTR1E	621	7	9.908692237557915e-37	0.01277064260876275	True	0.20933723311776725
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_25514	WDR4	48	8	6.886219034697149e-36	0.9065777429082744	False	0.04709596929136787
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_5107	FAM25G	6	9	1.922235504105588e-35	0.0013816363301875313	True	0.46283882636155116
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_5089	ANXA8L1	6	10	1.234902626182163e-32	0.0033055320246773	True	0.6658151455709657
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_3664	CAMK1G	214	11	2.7037637103040162e-31	0.9573500701500897	False	0.21948308646023731
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_7200	SLC22A11	21	12	3.762627048208937e-31	0.9065777429082744	False	0.15003247733346187
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_27788	TEX55	7	13	1.4043763557443935e-30	0.9065777429082744	False	0.021866650068969793
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_28466	GOLIM4	368	14	1.4333387519660509e-30	0.9065777429082744	False	0.09829057885300681
OncotreeSubtype	Bladder Urothelial Carcinoma	USE_33248	EEF1E1	70	15	6.416569649551092e-30	0.9065777429082744	False	0.07046937578075231
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25090	TPTE	129	1	0.0	0.9902135490019417	False	-0.1310698899693373
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25089	TPTE	140	2	0.0	0.9902135490019417	False	-0.1278775200471623
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25037	TPTE	2628	3	0.0	0.9902135490019417	False	-0.11704520787793538
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25057	TPTE	2117	4	3.612712292828714e-273	0.9902135490019417	False	0.05635272865932093
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25062	TPTE	1750	5	1.2695673876824057e-270	0.9902135490019417	False	0.26287761907962764
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25048	TPTE	2303	6	2.25859269179513e-246	0.9902135490019417	False	-0.012793339407134416
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25082	TPTE	291	7	2.3334523203394996e-239	0.9902135490019417	False	-0.11124518214610483
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25047	TPTE	2313	8	2.951660463421669e-235	0.9902135490019417	False	0.02172412262366372
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25064	TPTE	1520	9	7.207711334432204e-231	0.9902135490019417	False	0.33940026642509924
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25056	TPTE	2131	10	9.86814710550285e-230	0.9902135490019417	False	0.018690616143216637
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25041	TPTE	2343	11	6.302548143057397e-225	0.9902135490019417	False	0.0511289604309445
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25063	TPTE	1576	12	1.1671336044450126e-213	0.9902135490019417	False	0.019688496012929612
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25045	TPTE	2322	13	6.00279128641014e-204	0.9902135490019417	False	-0.08283278781699503
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25060	TPTE	2095	14	3.141099369097542e-193	0.9902135490019417	False	-0.08081045016336363
OncotreeSubtype	Breast Ductal Carcinoma In Situ	USE_25051	TPTE	2160	15	1.7585746807859833e-186	0.9902135490019417	False	0.05696704090356918
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_18043	LRRC30	336	1	2.0608315036024159e-53	0.9963821481367212	False	0.05159936847673205
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_18042	LRRC30	340	2	1.1400258133171808e-50	0.9963821481367212	False	0.03411216694199192
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_22330	GTDC1	193	3	8.409282980362921e-39	0.9065777429082744	False	0.27691466753496446
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_39372	KCNS2	30	4	2.491248277271332e-37	2.3832622132947462e-05	True	0.20653580728954993
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_23684	SIRPB1	19	5	4.287982098138912e-29	0.001437384096942621	True	0.5662002782594023
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_39371	KCNS2	34	6	8.75823237999937e-27	2.3832622132947462e-05	True	0.18936390585986917
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_2836	CCDC190	9	7	1.2806770092335481e-26	9.467205752579786e-12	True	0.44883738522765754
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_39796	ZHX2	440	8	3.8779775512911145e-26	0.9065777429082744	False	0.021553245267460427
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_33136	SLC22A23	27	9	1.1285678089948284e-23	0.9065777429082744	False	0.43548193336813307
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_39540	RSPO2	91	10	5.330672706020141e-23	1.2056610981721926e-19	True	0.40220712000043074
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_23687	SIRPG	75	11	8.128170807352099e-23	0.09206457381814424	True	0.2876371499762156
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_30690	NEIL3	217	12	1.028890110948456e-22	0.9065777429082744	False	0.1656491190425037
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_34161	TFAP2B	66	13	3.521785046260085e-22	0.9573500701500897	False	0.18158988377929203
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_31207	SPEF2	55	14	4.916854877538749e-22	0.9065777429082744	False	0.22454589555701282
OncotreeSubtype	Breast Invasive Carcinoma, NOS	USE_18597	TXNL1	480	15	4.132023737009995e-21	0.9065777429082744	False	0.38518630097916273
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_20252	RNF144A	780	1	1.2268368745050936e-33	0.9573500701500897	False	-0.007806390179312378
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_31042	MYO10	62	2	9.289133183976499e-31	0.9065777429082744	False	0.5509558460169791
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_39607	TRPS1	170	3	9.891034671484909e-30	3.832956822605175e-06	True	0.4811781311466111
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_13592	CHST14	15	4	2.549745748356782e-29	0.9573500701500897	False	0.0515410903469383
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_28388	RARRES1	17	5	6.888763347850095e-29	7.35239441255092e-35	True	0.7190016024150506
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_22081	EN1	11	6	1.2925053327116406e-28	8.839193946192765e-31	True	0.6545634528677295
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_34548	QRSL1	124	7	6.891298353930336e-27	0.9065777429082744	False	0.07136621253158126
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_16703	MRPL45	10	8	7.535238112836712e-27	0.9065777429082744	False	0.07755524228103686
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_39608	TRPS1	178	9	9.403012092598244e-27	3.832956822605175e-06	True	0.43927696005477734
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_29550	TLR1	3	10	9.158917095672676e-25	3.2864864111254965e-08	True	0.35010228559438455
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_34547	QRSL1	118	11	1.5555185807779503e-24	0.9065777429082744	False	0.09776135955314413
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_39606	TRPS1	161	12	1.8650987900151408e-24	3.832956822605175e-06	True	0.34861857824868575
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_41270	S1PR3	24	13	2.8628443634767417e-24	2.7131254604690576e-05	True	0.45209912019126736
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_34470	FUT9	76	14	6.190867236677355e-23	3.41870760986032e-19	True	0.3831856189603807
OncotreeSubtype	Breast Invasive Ductal Carcinoma	USE_41269	S1PR3	21	15	6.67866783930304e-23	2.7131254604690576e-05	True	0.4478774156775752
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_42158	PPP1R26	90	1	6.0845506314490016e-139	0.9065777429082744	False	0.26645954515227405
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_42159	PPP1R26	85	2	1.5976388641042212e-129	0.9065777429082744	False	0.2846071141477781
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_10496	MAP1LC3B2	171	3	9.349734459345244e-124	0.9065777429082744	False	0.0814015803269548
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_7841	PGR	50	4	9.68243174988784e-117	1.0535512249356777e-31	True	0.2247711855562095
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_6174	GPR26	67	5	8.888008257842845e-95	1.1354518145872152e-64	True	0.2692083466107681
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_2034	LRIG2	149	6	3.891501796139169e-87	0.9065777429082744	False	0.09741835695333427
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_21644	REEP1	11	7	1.457973860221185e-85	0.24675532436463588	False	0.15031219893410389
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_28900	TPRG1	37	8	1.2630275299338963e-84	0.08433825827630266	True	0.07029098500933505
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_26385	CELSR1	42	9	5.895589115796987e-82	0.8178235774675995	False	0.34807834264996534
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_11628	STK24	95	10	8.674039220386341e-82	0.9143502415646592	False	0.1325143187532257
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_20341	GREB1	25	11	1.8188482458612198e-80	0.05138058920538865	True	0.3005031864192375
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_23932	KIF16B	119	12	1.1568372573625494e-78	0.9065777429082744	False	0.39440702347414675
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_10484	MED13L	245	13	4.1342044698271707e-78	0.9065777429082744	False	0.010136770280028715
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_40056	MYC	402	14	6.343937258208731e-78	0.9085461363286769	False	-0.1271648694703874
OncotreeSubtype	Breast Invasive Lobular Carcinoma	USE_14814	SRL	63	15	1.2088091610009035e-77	0.9789380215735387	False	0.08220902022755373
OncotreeSubtype	Burkitt Lymphoma	USE_33575	HDGFL1	178	1	0.0	0.9573500701500897	False	0.14384059694672116
OncotreeSubtype	Burkitt Lymphoma	USE_152	CAMTA1	88	2	0.0	0.9065777429082744	False	0.24122794930731942
OncotreeSubtype	Burkitt Lymphoma	USE_28391	IQCJ	155	3	0.0	0.9573500701500897	False	0.10482692953356178
OncotreeSubtype	Burkitt Lymphoma	USE_27291	CADPS	183	4	0.0	0.9065777429082744	False	0.24829223876059747
OncotreeSubtype	Burkitt Lymphoma	USE_12476	SLC35F4	5	5	0.0	0.9573500701500897	False	0.18056915847813254
OncotreeSubtype	Burkitt Lymphoma	USE_27511	EPHA3	253	6	0.0	0.9573500701500897	False	0.30501191585981763
OncotreeSubtype	Burkitt Lymphoma	USE_41731	TLR4	445	7	0.0	0.9065777429082744	False	0.048010640751187425
OncotreeSubtype	Burkitt Lymphoma	USE_27512	EPHA3	256	8	0.0	0.9573500701500897	False	0.26545062184113266
OncotreeSubtype	Burkitt Lymphoma	USE_5367	CDH23	19	9	0.0	0.9065777429082744	False	0.17575844419028855
OncotreeSubtype	Burkitt Lymphoma	USE_42641	NAP1L3	99	10	0.0	0.9573500701500897	False	0.11532725348895632
OncotreeSubtype	Burkitt Lymphoma	USE_37368	ANKRD7	430	11	8.00828235648e-312	0.9065777429082744	False	0.17505816959099768
OncotreeSubtype	Burkitt Lymphoma	USE_25211	LTN1	490	12	8.10642542906e-312	0.9065777429082744	False	0.14326754968889766
OncotreeSubtype	Burkitt Lymphoma	USE_12477	SLC35F4	3	13	1.4982461873489922e-301	0.9573500701500897	False	0.16628547572759406
OncotreeSubtype	Burkitt Lymphoma	USE_24389	PTPRT	373	14	3.526880379714217e-301	7.301209717270062e-13	True	0.2042593372823681
OncotreeSubtype	Burkitt Lymphoma	USE_36807	SEMA3E	222	15	5.099623949587688e-295	0.9573500701500897	False	0.12067465504582284
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_23098	IKZF2	537	1	1.0793290523519025e-186	0.9445216830040127	False	-0.0031327749151122083
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_38011	PTPRN2	270	2	8.62984150226135e-103	0.9301533065648976	False	0.07530258693831178
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_42712	PLS3	126	3	1.717826858479688e-102	0.9065777429082744	False	0.08858411766587061
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_36835	SEMA3D	745	4	2.3532591007354787e-94	0.09372127685933286	True	0.3001858130826483
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_12661	RAD51B	204	5	3.4878453139048787e-93	0.9065777429082744	False	0.1574400661818433
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_4996	ANKRD30A	379	6	8.332291410752411e-91	0.9573500701500897	False	-0.03411939541249067
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_32142	ZNF608	630	7	3.7333278635308706e-89	0.9065777429082744	False	0.3370590992667781
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_33551	SOX4	69	8	5.203756537385143e-86	0.9065777429082744	False	0.38241927064590714
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_32141	ZNF608	502	9	2.8826862231327703e-76	0.9065777429082744	False	0.35592132440950774
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_42846	MAGEA4	5	10	2.887112052187617e-76	0.03799681675076434	True	0.44866614964666246
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_33549	SOX4	64	11	8.637652651790151e-75	0.9065777429082744	False	0.3780244495035693
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_32143	ZNF608	688	12	1.4237025381784636e-70	0.9065777429082744	False	0.3742503162480848
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_11551	GPC5	1702	13	8.498027091007584e-70	0.9573500701500897	False	0.10361629358334083
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_11852	ATP11A	55	14	2.762244281973215e-68	0.9065777429082744	False	0.532649058308034
OncotreeSubtype	Cervical Squamous Cell Carcinoma	USE_11853	ATP11A	62	15	4.3407745919539194e-67	0.9065777429082744	False	0.47138483420158656
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_4371	OR2T2	0	1	2.1966545738728933e-277	4.8134706000977045e-21	True	0.1828287780255386
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_23102	IKZF2	56	2	4.636220211629883e-263	0.6470293751148379	False	0.3290012978982931
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_11124	COG6	330	3	8.089450503028271e-245	0.9065777429082744	False	0.1427867382673446
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_1846	S1PR1	148	4	5.490239712781238e-227	0.9065777429082744	False	0.13071912171679126
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_13327	TMEM121	1224	5	4.717262819429445e-214	0.9065777429082744	False	0.012491969946393927
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_37485	TSPAN33	34	6	6.526751532445648e-214	0.9065777429082744	False	0.18088731722469695
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_22909	HECW2	21	7	2.5622715367286175e-213	0.2856020642541949	False	0.0446510784182445
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_20902	CYP1B1	115	8	1.5175257790341967e-197	0.9065777429082744	False	0.07010569163794825
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_21834	CHST10	9	9	3.618951639861897e-197	0.9065777429082744	False	0.282544488340268
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_1848	S1PR1	196	10	1.6897350622380274e-194	0.9065777429082744	False	0.1579232235888942
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_36159	EPDR1	3	11	1.3802037445126674e-183	0.9065777429082744	False	0.147402056911423
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_16070	RFLNB	25	12	1.002306215721057e-178	0.9065777429082744	False	0.2422345391774803
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_1845	S1PR1	155	13	1.7797513073527582e-178	0.9065777429082744	False	0.13284513632841927
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_5616	STAMBPL1	25	14	9.621925553235331e-174	0.9065777429082744	False	0.4087304177898636
OncotreeSubtype	Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma	USE_22932	PLCL1	188	15	3.0365589786172734e-172	0.9065777429082744	False	0.24789429227949653
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_29669	CWH43	262	1	1.7226541146504532e-92	0.9065777429082744	False	0.05502008851669674
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_29672	CWH43	300	2	1.5333956014400212e-91	0.9065777429082744	False	0.05856973908926934
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_20625	MFSD2B	25	3	1.1895617056145414e-88	9.918218223346057e-19	True	0.1668779319880036
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_39225	CALB1	115	4	1.39798276776148e-71	0.7288583667956708	False	0.17147181592287367
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_37877	KCNH2	1	5	4.145915987698773e-63	0.004624355492506705	True	0.33664564499363453
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_27518	PROS1	455	6	2.1099830877865972e-60	0.9065777429082744	False	0.056153774531992884
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_37067	ACTL6B	8	7	5.983639707089594e-59	0.9790395840726516	False	0.218470652229035
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_34151	RHAG	20	8	2.297596648052385e-58	9.091259613339713e-53	True	0.2396925099723166
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_3628	CR1	57	9	3.429739568921746e-53	2.9529951633759085e-08	True	0.17808172266992983
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_10761	ADGRD1	303	10	6.15072630634524e-51	0.9065777429082744	False	0.10278740573149948
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_6048	PDZD8	83	11	1.7851391143024914e-50	0.9065777429082744	False	0.2210255777734316
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_19986	SIGLEC6	22	12	2.418797016975771e-50	4.899318428577437e-11	True	0.3582724189402292
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_36809	SEMA3E	280	13	5.7864223947635005e-46	0.9065777429082744	False	0.185567935358622
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_11770	MYO16	137	14	3.3005904099604164e-44	1.3364620702023327e-25	True	0.2233009479299233
OncotreeSubtype	Chronic Myeloid Leukemia, BCR-ABL1+	USE_4688	ST8SIA6	41	15	1.2883632177100458e-43	8.146302907822448e-08	True	0.31802620158443007
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_11126	COG6	367	1	2.7034750954765774e-85	0.9065777429082744	False	0.11209362419168978
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_33078	FOXQ1	83	2	1.0606448579709038e-72	0.4959307764622171	False	0.3442051151418674
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_42334	MID1	61	3	2.077220302205332e-67	0.9573500701500897	False	0.6737943605770685
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_12264	FBXO33	460	4	6.783582783171093e-61	0.9065777429082744	False	0.12590897695595094
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_31491	PDE4D	465	5	9.324275026470278e-61	0.9065777429082744	False	0.3496783079751315
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_36938	BET1	77	6	4.082606112347027e-56	0.9065777429082744	False	0.30388081273433715
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_40361	SLC45A4	0	7	1.6146907167025383e-53	0.9065777429082744	False	0.26678726160048444
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_22461	UPP2	88	8	3.9292251128649206e-53	0.9065777429082744	False	0.15456243842418568
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_11125	COG6	373	9	1.1047286685333621e-52	0.9065777429082744	False	0.09485145606208936
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_31707	CERT1	30	10	2.593897484923524e-49	0.9065777429082744	False	0.2750792558074327
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_27709	CD200	60	11	5.483693902489247e-47	0.9546328846202747	False	0.26585976398737615
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_40762	MTAP	36	12	7.729513149067026e-47	0.9065777429082744	False	0.4998682299297289
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_22460	UPP2	90	13	1.5836676275009953e-45	0.9065777429082744	False	0.17899983603691136
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_31483	RAB3C	318	14	8.650898306733533e-45	0.9573500701500897	False	0.219087025951279
OncotreeSubtype	Clear Cell Ovarian Cancer	USE_38088	AGPAT5	86	15	1.862912970667069e-40	0.9065777429082744	False	-0.012778050830202744
OncotreeSubtype	Clear Cell Sarcoma	USE_11122	COG6	83	1	9.88983404802066e-203	0.9065777429082744	False	0.14912345712373862
OncotreeSubtype	Clear Cell Sarcoma	USE_33262	SLC35B3	734	2	1.3635706651506158e-186	0.9065777429082744	False	0.13880448343460652
OncotreeSubtype	Clear Cell Sarcoma	USE_34154	TFAP2D	291	3	5.9923425518571344e-176	0.9573500701500897	False	0.06057294237433373
OncotreeSubtype	Clear Cell Sarcoma	USE_12216	PAX9	67	4	8.448329183894967e-171	0.9065777429082744	False	0.27052539560250494
OncotreeSubtype	Clear Cell Sarcoma	USE_6903	API5	110	5	3.113919226449685e-160	0.9065777429082744	False	0.17825138772912216
OncotreeSubtype	Clear Cell Sarcoma	USE_41653	SLC31A2	17	6	6.195748843911159e-160	0.9065777429082744	False	0.19326323630176848
OncotreeSubtype	Clear Cell Sarcoma	USE_29626	KCTD8	86	7	6.51357262509824e-157	5.877357822354734e-05	True	0.19643919204727084
OncotreeSubtype	Clear Cell Sarcoma	USE_30941	MTRR	389	8	3.6961306836890586e-155	0.9065777429082744	False	0.22823023768581874
OncotreeSubtype	Clear Cell Sarcoma	USE_36740	MAGI2	176	9	3.8644096287661655e-152	0.9065777429082744	False	0.2468216504290072
OncotreeSubtype	Clear Cell Sarcoma	USE_26925	MOBP	35	10	5.956956297580919e-149	0.9065777429082744	False	0.07626955122276638
OncotreeSubtype	Clear Cell Sarcoma	USE_21014	C1GALT1C1L	107	11	1.6726865710975777e-147	0.9573500701500897	False	-0.09997037020340337
OncotreeSubtype	Clear Cell Sarcoma	USE_5173	MBL2	498	12	1.0369333776744682e-146	0.9065777429082744	False	0.14941864487613166
OncotreeSubtype	Clear Cell Sarcoma	USE_36739	MAGI2	192	13	2.000519876973425e-145	0.9065777429082744	False	0.20106818552702485
OncotreeSubtype	Clear Cell Sarcoma	USE_38079	CSMD1	851	14	2.3598437643839924e-144	0.06778074575817446	True	0.18754797023701206
OncotreeSubtype	Clear Cell Sarcoma	USE_28332	GPR149	156	15	3.177836541995236e-140	0.9065777429082744	False	0.04459295015425005
OncotreeSubtype	Colon Adenocarcinoma	USE_15392	CYLD	16	1	7.910637210275976e-119	0.9299541329610096	False	0.07122762021746151
OncotreeSubtype	Colon Adenocarcinoma	USE_17405	AXIN2	87	2	6.3452383317477406e-49	0.07430989685013675	True	0.34886459924999225
OncotreeSubtype	Colon Adenocarcinoma	USE_17306	MED13	161	3	1.59117981498225e-39	0.9065777429082744	False	0.09205499492853803
OncotreeSubtype	Colon Adenocarcinoma	USE_24422	R3HDML	12	4	1.0877625969898239e-38	0.45049371177005676	False	0.26272010184469174
OncotreeSubtype	Colon Adenocarcinoma	USE_33073	FOXQ1	258	5	1.2039222355748284e-33	0.12802124715685803	False	0.489495936023914
OncotreeSubtype	Colon Adenocarcinoma	USE_10073	EEA1	170	6	1.9025319777712472e-31	0.9065777429082744	False	0.09430671870388897
OncotreeSubtype	Colon Adenocarcinoma	USE_28780	EPHB3	12	7	6.883843685492212e-31	0.9065777429082744	False	0.3321732160145525
OncotreeSubtype	Colon Adenocarcinoma	USE_17403	AXIN2	142	8	2.4912231471695e-30	0.07430989685013675	True	0.3721454449525212
OncotreeSubtype	Colon Adenocarcinoma	USE_17412	AXIN2	48	9	7.509587408574849e-30	0.07430989685013675	True	0.4289517358697246
OncotreeSubtype	Colon Adenocarcinoma	USE_10951	CDX2	3	10	3.3753019952094806e-27	1.664243213340842e-09	True	0.6432702152829608
OncotreeSubtype	Colon Adenocarcinoma	USE_22246	MGAT5	107	11	1.0730948381119486e-26	0.9065777429082744	False	0.36609052753639326
OncotreeSubtype	Colon Adenocarcinoma	USE_10869	SGCG	461	12	9.942254461820308e-26	0.9935490436878451	False	-0.01745165882592137
OncotreeSubtype	Colon Adenocarcinoma	USE_534	C1QB	45	13	1.173308677948809e-25	7.5312886936352906e-06	True	0.12238034866119356
OncotreeSubtype	Colon Adenocarcinoma	USE_16174	SPNS3	15	14	2.8998170260163445e-25	0.9065777429082744	False	0.18081269644446904
OncotreeSubtype	Colon Adenocarcinoma	USE_20536	VSNL1	18	15	8.296751614049811e-25	0.002539487926109801	True	0.41773195960887294
OncotreeSubtype	Cutaneous Melanoma	USE_31308	GHR	168	1	0.0	0.00034174042654138586	True	0.24286729487609404
OncotreeSubtype	Cutaneous Melanoma	USE_25653	OR11H1	2997	2	0.0	0.9573500701500897	False	-0.0064390595755815004
OncotreeSubtype	Cutaneous Melanoma	USE_25651	OR11H1	3195	3	0.0	0.9573500701500897	False	0.010085114173414417
OncotreeSubtype	Cutaneous Melanoma	USE_27795	ARHGAP31	27	4	0.0	0.9065777429082744	False	0.33252924819555757
OncotreeSubtype	Cutaneous Melanoma	USE_36176	VPS41	177	5	2.2170696044186307e-307	0.9065777429082744	False	0.20169007708461703
OncotreeSubtype	Cutaneous Melanoma	USE_19518	GPR42	16	6	4.3670151168461384e-300	0.9573500701500897	False	-0.03253023517706908
OncotreeSubtype	Cutaneous Melanoma	USE_29367	CPEB2	92	7	6.868610791441435e-285	0.9065777429082744	False	0.24848611976569876
