cvcl	cell_line	category	lineage	subtype	lineage_source	n_experiments	identity	data_status	cn_status	cn_from	tier	include	exclude_reason
CVCL_1650	REH	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13.2;q22.1); ETV6-RUNX1	depmap	8	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1885	RIVA	Cancer cell line	Lymphoid	Activated B-cell Type	depmap	4	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_3414	Rj2.2.5	Cancer cell line	Lymphoid	Burkitt Lymphoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1660	RL	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	9	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0014	RPMI 8226	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1667	RPMI 8402	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	5	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0093	RS4-11	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged	depmap	11	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0095	SEM	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged	depmap	15	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_A673	SNK-6	Cancer cell line	Lymphoid		cellosaurus_term	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_D022	SP-49	Cancer cell line	Lymphoid	Mantle Cell Lymphoma	cellosaurus_ncit	13	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1711	SR-786	Cancer cell line	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Positive	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0G05	ST1	Cancer cell line	Lymphoid		cellosaurus_term	2	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_0538	SU-DHL-1	Cancer cell line	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Positive	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1889	SU-DHL-10	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_9550	SU-DHL-2	Cancer cell line	Lymphoid	Activated B-cell Type	cellosaurus_ncit	2	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_0539	SU-DHL-4	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	14	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1735	SU-DHL-5	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_2206	SU-DHL-6	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	6	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_4380	SU-DHL-7	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_A308	SUP-B13	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1	cellosaurus_ncit	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_0103	SUP-B15	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2209	SUP-M2	Cancer cell line	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Positive	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1714	SUP-T1	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1736	TALL-1	Cancer cell line	Lymphoid	Adult T-Cell Leukemia/Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_4686	THP-6	Cancer cell line	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	cellosaurus_ncit	6	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_B473	TL-Om1	Cancer cell line	Lymphoid		cellosaurus_term	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_A442	TMD8	Cancer cell line	Lymphoid	Activated B-cell Type	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_3611	Toledo	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	3	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_0566	U-266	Cancer cell line	Lymphoid	Plasma Cell Myeloma	depmap	5	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1896	U-2932	Cancer cell line	Lymphoid	Activated B-cell Type	cellosaurus_ncit	5	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_A304	UoC-B6	Cancer cell line	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_1819	VAL	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	7	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1902	WSU-DLCL2	Cancer cell line	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS	depmap	4	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_B077	Z-138	Cancer cell line	Lymphoid	Mantle Cell Lymphoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_M584	AMU-AML1	Cancer cell line	Myeloid	Acute Myeloid Leukemia	cellosaurus_ncit	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_A280	CHRF-288-11	Cancer cell line	Myeloid	Acute Megakaryoblastic Leukemia	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0258	EOL-1	Cancer cell line	Myeloid	Chronic Eosinophilic Leukemia, NOS	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_Y019	HAP1	Cancer cell line	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	depmap	17	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0001	HEL	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	5	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2481	HEL 92.1.7	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	12	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0002	HL-60	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	25	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_2071	HNT-34	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0004	K-562	Cancer cell line	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	depmap	131	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0589	Kasumi-1	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	22	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0612	Kasumi-3	Cancer cell line	Myeloid	AML with Minimal Differentiation	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_A426	KBM-7	Cancer cell line	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	cellosaurus_ncit	6	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_0374	KG-1	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0379	KU812	Cancer cell line	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	depmap	15	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2106	M-07e	Cancer cell line	Myeloid	Acute Megakaryoblastic Leukemia	depmap	5	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2110	ME-1	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0425	MEG-01	Cancer cell line	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+	depmap	10	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_2116	MKPL-1	Cancer cell line	Myeloid	Acute Megakaryoblastic Leukemia	cellosaurus_ncit	1	Cellosaurus-only	needs pull	none	-	D	1	
CVCL_2119	MOLM-13	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	43	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_7916	MOLM-14	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	5	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1426	Mono-Mac-6	Cancer cell line	Myeloid	Acute Monoblastic/Monocytic Leukemia	depmap	3	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1433	MUTZ-3	Cancer cell line	Myeloid	AML with inv(3)(q21.3q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_0064	MV-4-11	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	27	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0005	NB-4	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	9	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1619	OCI-AML2	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1844	OCI-AML3	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	17	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2187	SET-2	Cancer cell line	Myeloid	Acute Megakaryoblastic Leukemia	depmap	13	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0098	SKM-1	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2196	SKNO-1	Cancer cell line	Myeloid	AML with Maturation	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0006	THP-1	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	118	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0007	U-937	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	7	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1853	UCSD-AML1	Cancer cell line	Myeloid	Acute Myeloid Leukemia	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2233	UT-7	Cancer cell line	Myeloid	Acute Megakaryoblastic Leukemia	depmap	6	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_1687	SCH	Cancer cell line	Other	Extra Gonadal Germ Cell Tumor	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0134	A2780	Cancer cell line	Ovary/Fallopian Tube	Endometrioid Ovarian Cancer	depmap	10	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_S987	BIN-67	Cancer cell line	Ovary/Fallopian Tube	Small Cell Carcinoma of the Ovary	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_8878	HEYA8	Cancer cell line	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1304	IGROV-1	Cancer cell line	Ovary/Fallopian Tube	Endometrioid Ovarian Cancer	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0375	KGN	Cancer cell line	Ovary/Fallopian Tube	Granulosa Cell Tumor	depmap	2	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1345	KURAMOCHI	Cancer cell line	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1452	NCI/ADR-RES	Cancer cell line	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix,CMP	B	1	
CVCL_3936	OvCA 429	Cancer cell line	Ovary/Fallopian Tube	Serous Ovarian Cancer	cellosaurus_ncit	3	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_0465	OVCAR-3	Cancer cell line	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer	depmap	15	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1627	OVCAR-4	Cancer cell line	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1628	OVCAR-5	Cancer cell line	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1629	OVCAR-8	Cancer cell line	Ovary/Fallopian Tube	High-Grade Serous Ovarian Cancer	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_2686	PEO1	Cancer cell line	Ovary/Fallopian Tube	Serous Ovarian Cancer	depmap	1	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1662	RMG-I	Cancer cell line	Ovary/Fallopian Tube	Clear Cell Ovarian Cancer	depmap	4	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0532	SK-OV-3	Cancer cell line	Ovary/Fallopian Tube	Serous Ovarian Cancer	depmap	21	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_3613	TOV-21G	Cancer cell line	Ovary/Fallopian Tube	Clear Cell Ovarian Cancer	depmap	4	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_B079	UWB1.289	Cancer cell line	Ovary/Fallopian Tube	Serous Ovarian Cancer	depmap	6	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0152	AsPC-1	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	4	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0186	BxPC-3	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	6	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0237	Capan-1	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0026	Capan-2	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	9	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_1119	CFPAC-1	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	35	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_0313	HPAF-II	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	5	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_5146	KLM-1	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	5	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP	B	1	
CVCL_3004	KP-2	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1338	KP4	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0428	MIA Paca-2	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	26	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_7165	MPanc-96	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1846	PA-TU-8988S	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1635	Panc 03.27	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1636	Panc 04.03	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0480	PANC-1	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	15	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_8408	PT45-P1	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_B280	S2-013	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_YI71	SNU-2469	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_YI77	SNU-2571	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_3172	SUIT-2	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	8	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_4056	T3M-4	Cancer cell line	Pancreas	Pancreatic Adenocarcinoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1B47	90-8TL	Cancer cell line	Peripheral Nervous System	Malignant Peripheral Nerve Sheath Tumor	cellosaurus_ncit	2	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_0529	BE(2)-C	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	14	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix,CMP	B	1	
CVCL_1124	CHP-134	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1125	CHP-212	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	1	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_9522	CLB-BerLud1	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_9526	CLB-Ca	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_9529	CLB-Ga	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_9532	CLB-Ma1	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_9534	CLB-Pe	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_AQ23	COG-N-415	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1232	GI-ME-N	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	11	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0346	IMR-32	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	20	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_M473	IMR-5/75	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	3	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_2092	KELLY	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	36	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0389	LA-N-5	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	7	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_2548	LA1-55n	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_2549	LA1-5s	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_1827	LAN-1	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_5627	NB-1643	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1448	NB69	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	4	confirmed (Cellosaurus+DepMap)	needs pull	lookup (other DB)	DepMap-merged,Progenetix,CMP,COSMIC	B	1	
CVCL_2136	NBL-S	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	6	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_9900	NBL-W N	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_9901	NBL-W S	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	4	Cellosaurus-only	needs pull	infer (from input)	matched input	C	1	
CVCL_2141	NGP	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	7	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0524	SH-EP	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	28	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_0019	SH-SY5Y	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	35	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_8820	SJNB3	Cancer cell line	Peripheral Nervous System	Neuroblastoma	cellosaurus_ncit	1	Cellosaurus-only	needs pull	lookup (other DB)	Progenetix	B	1	
CVCL_1700	SK-N-AS	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	4	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_0528	SK-N-BE(2)	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	34	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1701	SK-N-DZ	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	2	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
CVCL_1702	SK-N-FI	Cancer cell line	Peripheral Nervous System	Neuroblastoma	depmap	3	confirmed (Cellosaurus+DepMap)	in atlas	have (DepMap WGS)	DepMap WGS	A	1	
