srx	cell_class	cell	cvcl	model_id	lineage	subtype	has_cn	has_dep	qc_pass	reads	pct_mapped	pct_dup	n_peaks
SRX4955523	Blood	GM12873	CVCL_9627				0	0	1	14520253	98.2	7.8	23184
SRX4957967	Muscle	Muscle, Smooth					0	0	1	26765754	92.2	6.7	38131
SRX4976918	Pluripotent stem cell	hESC H9					0	0	1	83318453	94.0	9.8	54657
SRX4976919	Pluripotent stem cell	hESC H9					0	0	1	241541350	98.5	18.0	52379
SRX4976920	Pluripotent stem cell	hESC H9					0	0	1	40249650	83.0	9.8	15073
SRX4976921	Pluripotent stem cell	hESC H9					0	0	1	28773346	88.3	27.4	1514
SRX4978346	Gonad	UWB1.289	CVCL_B079	ACH-001418	Ovary/Fallopian Tube	Serous Ovarian Cancer	0	1	1	58638109	90.1	79.2	22167
SRX4978347	Gonad	UWB1.289	CVCL_B079	ACH-001418	Ovary/Fallopian Tube	Serous Ovarian Cancer	0	1	1	53229338	88.8	65.0	32654
SRX4978350	Gonad	UWB1.289	CVCL_B079	ACH-001418	Ovary/Fallopian Tube	Serous Ovarian Cancer	0	1	1	61331876	90.4	76.3	33119
SRX4978351	Gonad	UWB1.289	CVCL_B079	ACH-001418	Ovary/Fallopian Tube	Serous Ovarian Cancer	0	1	1	53463102	82.1	69.5	37768
SRX498151	Blood	RAJI	CVCL_0511	ACH-000654	Lymphoid	Burkitt Lymphoma	1	1	1	31587666	96.9	17.1	28952
SRX4991517	Blood	Monocytes					0	0	0	18910845	95.4	89.6	253
SRX4991518	Blood	Monocytes					0	0	1	28983089	97.6	77.8	20700
SRX4991520	Blood	Monocytes					0	0	1	19377456	96.5	60.7	21676
SRX4991521	Blood	Monocytes					0	0	1	31122787	98.9	36.3	47321
SRX4991522	Blood	Monocytes					0	0	1	19125884	98.8	29.0	40314
SRX4991523	Blood	Monocytes					0	0	1	24804324	98.4	37.3	35962
SRX4991524	Blood	Monocytes					0	0	1	19256081	98.2	37.6	31104
SRX4993125	Neural	SF763	CVCL_6949				0	0	0	10994282	72.1	1.7	93
SRX4993127	Neural	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma	1	1	1	28793093	92.4	23.9	1265
SRX5020196	Neural	Neural progenitor cells					0	0	1	23735775	99.4	4.7	12257
SRX5020201	Neural	Neural progenitor cells					0	0	1	26303360	99.4	4.8	23835
SRX5020206	Neural	Neural progenitor cells					0	0	1	22700640	99.4	4.6	18553
SRX5027795	Liver	SK-HEP-1	CVCL_0525	ACH-000361	Liver	Hepatocellular Carcinoma	1	1	1	22962455	88.8	28.5	26484
SRX5027796	Liver	SK-HEP-1	CVCL_0525	ACH-000361	Liver	Hepatocellular Carcinoma	1	1	1	18629295	84.9	28.7	24960
SRX5034831	Cardiovascular	Coronary artery smooth muscle					0	0	1	67020068	88.2	21.1	33315
SRX5034832	Cardiovascular	Coronary artery smooth muscle					0	0	1	60153371	72.1	30.9	24313
SRX5034834	Cardiovascular	Coronary artery smooth muscle					0	0	1	141576254	40.5	42.8	13301
SRX5034835	Cardiovascular	Coronary artery smooth muscle					0	0	1	167781682	55.9	62.3	16691
SRX5053744	Blood	CD4+ T cells					0	0	1	21092703	85.9	2.3	4964
SRX5053745	Blood	CD4+ T cells					0	0	0	3564612	82.2	7.3	44
SRX5053746	Blood	CD4+ T cells					0	0	1	15813900	93.8	1.9	16231
SRX5053747	Blood	CD4+ T cells					0	0	1	23540825	94.9	4.1	29013
SRX5060899	Prostate	LNCAP	CVCL_0395				0	0	1	26328820	95.8	5.5	17128
SRX5060900	Prostate	LNCAP	CVCL_0395				0	0	1	26279220	95.1	5.1	14788
SRX5060901	Prostate	LNCAP	CVCL_0395				0	0	1	24833123	96.2	5.7	28943
SRX5060902	Prostate	LNCAP	CVCL_0395				0	0	1	26213060	98.2	6.6	34163
SRX5060903	Prostate	LNCAP	CVCL_0395				0	0	1	23835853	97.3	5.8	32285
SRX5060904	Prostate	LNCAP	CVCL_0395				0	0	1	23111926	96.9	5.7	20808
SRX5060905	Prostate	LNCAP	CVCL_0395				0	0	1	28531985	97.3	6.2	31462
SRX5077397	Liver	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma	1	1	1	31618190	95.5	50.9	20113
SRX5077400	Liver	Hep G2	CVCL_0027	ACH-000739	Liver	Hepatoblastoma	1	1	1	26668785	95.8	38.8	23813
SRX5089476	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	96627637	99.3	39.0	47805
SRX5089477	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	27387498	99.2	34.7	26707
SRX5089478	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	26120281	99.3	31.2	29983
SRX5089479	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	22101007	99.3	30.6	27353
SRX5089480	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	28872277	99.3	34.5	28865
SRX5089481	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	32262733	99.3	32.1	32173
SRX5089482	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	26793673	99.3	33.9	23690
SRX5089483	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	30594069	99.3	34.6	25074
SRX5089484	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	28349448	99.2	28.4	19939
SRX5089485	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	30260246	99.3	30.3	21605
SRX5089486	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	25643340	99.3	32.7	23329
SRX5089487	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	25563609	99.3	31.5	19110
SRX5089488	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	25772495	99.3	32.8	25778
SRX5089489	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	25089618	99.4	31.9	24990
SRX5089490	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	30621218	99.3	34.2	26411
SRX5089491	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	33233149	99.3	32.0	26247
SRX5089492	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	29913132	99.0	30.0	20014
SRX5089494	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	35483032	99.3	34.0	29211
SRX5104299	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	20274331	99.2	12.1	25084
SRX5104300	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	19516902	99.5	13.7	25227
SRX5104301	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	22712533	100.0	11.8	27060
SRX5104302	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	26704752	99.5	21.7	28957
SRX5104303	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	26906178	99.1	10.2	25428
SRX5104304	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	18343094	99.4	10.5	19459
SRX5104305	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	26335779	99.3	10.7	23532
SRX5104306	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	21360194	99.3	10.5	20552
SRX5104307	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	29175702	99.3	11.9	29889
SRX5104308	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	18843628	99.5	12.0	20987
SRX5104309	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	0	132529	99.0	1.3	0
SRX5104310	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	25578069	99.5	13.4	27407
SRX5104312	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	22789781	99.4	11.0	25989
SRX5104313	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	24896511	99.5	13.0	26453
SRX5104314	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	19713143	99.5	12.3	22722
SRX5104315	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	21648844	99.5	11.8	21732
SRX5126741	Others	Head and neck squamous cell carcinoma 					0	0	1	27012317	96.8	5.9	1352
SRX5126746	Others	Head and neck squamous cell carcinoma 					0	0	1	30166371	93.8	8.8	6878
SRX5128134	Breast	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma	1	1	1	59809386	97.9	17.3	53327
SRX5128135	Breast	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma	1	1	1	62024751	98.2	17.4	52622
SRX513303	Digestive tract	LS-174T	CVCL_1384				0	0	1	73640406	97.1	15.2	14819
SRX5141106	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	49531902	99.5	10.9	46285
SRX5141108	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	53425186	98.2	18.4	53290
SRX5146788	Cardiovascular	HCASMC					0	0	1	28016412	98.7	1.5	31762
SRX5162018	Blood	Monocytes-CD14+					0	0	1	15150800	94.8	9.2	20529
SRX5162019	Blood	Monocytes-CD14+					0	0	1	12290954	79.7	14.9	14462
SRX5162020	Blood	Monocytes-CD14+					0	0	0	2989466	97.1	14.7	3800
SRX5162021	Blood	Monocytes-CD14+					0	0	1	12752415	95.2	8.8	14193
SRX5162022	Blood	Monocytes-CD14+					0	0	1	16947737	93.6	15.1	12177
SRX5162023	Blood	Monocytes-CD14+					0	0	1	22274810	96.7	13.4	27057
SRX5162024	Blood	Monocytes-CD14+					0	0	1	8942586	89.7	15.1	10720
SRX5162025	Blood	Monocytes-CD14+					0	0	1	8002742	86.7	17.0	2337
SRX5162026	Blood	Monocytes-CD14+					0	0	1	20497732	95.7	12.4	22830
SRX5162027	Blood	Monocytes-CD14+					0	0	0	1087745	90.3	10.6	336
SRX5162028	Blood	Monocytes-CD14+					0	0	1	13734327	97.3	11.6	20579
SRX5162029	Blood	Monocytes-CD14+					0	0	1	14301667	97.8	13.7	17903
SRX5162030	Blood	Monocytes-CD14+					0	0	1	21463243	96.8	8.7	21358
SRX5162031	Blood	Monocytes-CD14+					0	0	1	15237816	98.5	11.3	22371
SRX5162032	Blood	Monocytes-CD14+					0	0	1	9117340	87.0	14.4	8658
SRX5162033	Blood	Monocytes-CD14+					0	0	1	8019349	90.3	14.3	4458
SRX5162034	Blood	Monocytes-CD14+					0	0	0	215051	98.8	9.9	209
SRX5162035	Blood	Monocytes-CD14+					0	0	1	13954828	97.7	11.5	17175
SRX5162036	Blood	Monocytes-CD14+					0	0	1	11064717	91.5	9.8	13570
SRX5162037	Blood	Monocytes-CD14+					0	0	1	8584317	82.8	16.3	7971
SRX5162038	Blood	Monocytes-CD14+					0	0	1	7657709	80.8	19.1	5133
SRX5162039	Blood	Monocytes-CD14+					0	0	1	18518173	95.1	9.4	22133
SRX5162040	Blood	Monocytes-CD14+					0	0	1	6717569	94.8	10.9	6496
SRX5162041	Blood	Monocytes-CD14+					0	0	1	18216645	97.0	11.4	19793
SRX5162042	Blood	Monocytes-CD14+					0	0	1	16850566	98.3	12.7	20424
SRX5162043	Blood	Monocytes-CD14+					0	0	0	2145179	75.9	29.3	218
SRX5165461	Pluripotent stem cell	NCCIT	CVCL_1451	ACH-001578	Testis	Embryonal Carcinoma	1	1	1	29712959	88.6	24.9	19506
SRX5165466	Pluripotent stem cell	NCCIT	CVCL_1451	ACH-001578	Testis	Embryonal Carcinoma	1	1	1	25398955	94.2	18.3	26825
SRX5165471	Pluripotent stem cell	NCCIT	CVCL_1451	ACH-001578	Testis	Embryonal Carcinoma	1	1	1	31396750	95.7	14.0	24445
SRX5169132	Blood	Erythroid progenitors					0	0	1	31419476	99.2	26.2	7926
SRX5169140	Blood	Erythroid Precursor Cells					0	0	0	26662323	98.8	1.7	477
SRX5172073	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	0	18692506	98.7	2.1	212
SRX5172074	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	0	24038247	98.8	2.2	683
SRX5172075	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	28091071	98.7	3.9	2568
SRX5172076	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	22126173	98.8	2.7	1514
SRX5172077	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	24581706	98.8	4.7	4247
SRX5172078	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	23570828	99.0	2.8	2222
SRX5180403	Breast	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma	1	1	1	30893508	99.0	8.0	6717
SRX5180410	Breast	4175-LM2					0	0	1	30443120	98.3	7.2	2128
SRX5195504	Pluripotent stem cell	iPS cells					0	0	1	29411117	86.9	4.1	51603
SRX5195514	Pluripotent stem cell	iPS cells					0	0	1	37685081	86.6	5.5	56977
SRX5195525	Pluripotent stem cell	iPS cells					0	0	1	25347438	86.5	3.4	49192
SRX5195529	Pluripotent stem cell	iPS cells					0	0	1	23344393	86.4	3.7	46725
SRX5195530	Pluripotent stem cell	iPS cells					0	0	1	19927543	86.5	3.9	40915
SRX5195531	Pluripotent stem cell	iPS cells					0	0	1	27931774	86.2	4.3	52131
SRX5195699	Uterus	Endometrial epithelial cells					0	0	1	37188325	96.3	22.6	2940
SRX5195700	Uterus	Endometrial epithelial cells					0	0	1	26385151	95.8	20.7	2346
SRX5195701	Uterus	Endometrial epithelial cells					0	0	1	33671978	96.8	17.1	2705
SRX5195702	Uterus	Endometrial epithelial cells					0	0	1	34687338	92.8	18.6	2819
SRX5195719	Uterus	Endometrial epithelial cells					0	0	1	27037651	90.5	14.3	2362
SRX5195720	Uterus	Endometrial epithelial cells					0	0	1	31969532	90.6	17.8	2710
SRX5195721	Uterus	Endometrial epithelial cells					0	0	1	31931693	97.8	12.0	24355
SRX5195722	Uterus	Endometrial epithelial cells					0	0	1	24622158	98.1	9.8	20608
SRX5195723	Uterus	Endometrial epithelial cells					0	0	1	31932234	98.1	12.1	24409
SRX5195724	Uterus	Endometrial epithelial cells					0	0	1	36320614	92.4	12.6	23168
SRX5195725	Uterus	Endometrial epithelial cells					0	0	1	24399554	91.9	11.6	20870
SRX5195726	Uterus	Endometrial epithelial cells					0	0	1	28501447	94.9	14.6	21379
SRX5202471	Pluripotent stem cell	hESC H9					0	0	1	30773630	99.0	17.2	16330
SRX5202612	Lung	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma	1	1	1	88441484	90.9	11.8	21964
SRX5202984	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	59833585	93.0	11.7	24909
SRX5202985	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	59417296	87.6	10.6	30492
SRX5202990	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	28087199	97.6	24.7	25399
SRX5202991	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	38036734	98.4	17.5	35345
SRX5213647	Breast	HCC1937	CVCL_0290	ACH-000223	Breast	Breast Invasive Ductal Carcinoma	1	1	1	29410588	98.7	8.3	13748
SRX5213649	Breast	HCC1806	CVCL_1258	ACH-000624	Breast	Breast Ductal Carcinoma In Situ	1	1	1	30723682	96.5	4.6	15001
SRX5231163	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	31932260	63.8	5.2	1010
SRX5231164	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	37935788	79.7	11.9	12935
SRX5231165	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	30939062	66.0	4.5	1223
SRX5231166	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	48297176	74.1	10.5	12943
SRX5231167	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	0	29966909	66.9	4.9	667
SRX5231168	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	41236541	76.9	10.8	11799
SRX5231169	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	37589263	94.4	5.2	1791
SRX5231170	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	40841298	79.5	10.9	11132
SRX5231171	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	0	32565451	61.1	5.3	570
SRX5231172	Blood	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia	1	1	1	54476886	80.7	12.1	12305
SRX5234449	Pluripotent stem cell	iPS cells					0	0	1	23925513	99.1	3.9	22030
SRX5234469	Pluripotent stem cell	iPS cells					0	0	1	21802851	99.2	3.5	17966
SRX5234545	Kidney	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer	1	0	1	11909114	97.8	7.2	19609
SRX5234546	Kidney	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer	1	0	1	12617087	98.2	7.7	18051
SRX5234547	Kidney	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer	1	0	1	12315259	98.3	6.8	26319
SRX5234548	Kidney	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer	1	0	1	11066050	98.0	6.5	21088
SRX5234549	Kidney	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer	1	0	1	11689513	94.9	6.8	20593
SRX5236148	Neural	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma	1	1	1	36948269	98.8	29.6	34299
SRX5236150	Neural	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma	1	1	1	27533277	98.5	29.0	15152
SRX5236152	Neural	LN-229	CVCL_0393	ACH-000595	CNS/Brain	Glioblastoma	1	1	1	29799134	99.2	20.1	5775
SRX5236154	Neural	LN-229	CVCL_0393	ACH-000595	CNS/Brain	Glioblastoma	1	1	1	24581427	99.0	20.2	11020
SRX5236182	Neural	Fetal neural progenitor cells					0	0	1	39854157	96.7	18.8	26592
SRX5236183	Neural	Fetal neural progenitor cells					0	0	1	36852414	97.0	18.1	25067
SRX5236188	Neural	Fetal neural progenitor cells					0	0	1	42856848	97.8	16.4	27178
SRX5236189	Neural	Fetal neural progenitor cells					0	0	1	41418651	97.5	14.7	25234
SRX5236334	Cardiovascular	HUVEC	CVCL_2959				0	0	1	34995431	98.3	10.9	39429
SRX5236335	Cardiovascular	HUVEC	CVCL_2959				0	0	1	33513400	98.4	10.1	43212
SRX524961	Uterus	Endometrial stromal cells					0	0	0	37682541	97.6	60.1	267
SRX524966	Uterus	Endometrial stromal cells					0	0	0	41862514	88.6	62.4	366
SRX524971	Uterus	Endometrial stromal cells					0	0	0	33306045	99.4	46.3	231
SRX524976	Uterus	Endometrial stromal cells					0	0	0	41684393	99.3	39.8	384
SRX5254841	Others	Mesenchymal stem cells					0	0	1	26609726	98.0	15.1	25323
SRX5254842	Others	Mesenchymal stem cells					0	0	1	24553522	97.3	28.9	18080
SRX5254853	Others	Mesenchymal stem cells					0	0	1	31655484	97.4	18.5	23645
SRX5254854	Others	Mesenchymal stem cells					0	0	1	30899480	97.3	26.1	21528
SRX5254855	Others	Mesenchymal stem cells					0	0	1	28896941	97.0	18.2	20419
SRX5254856	Others	Mesenchymal stem cells					0	0	1	29819704	97.0	33.3	16272
SRX5254857	Others	Mesenchymal stem cells					0	0	1	34915450	97.3	19.8	26297
SRX5254858	Others	Mesenchymal stem cells					0	0	1	30261664	97.0	20.9	21338
SRX5254859	Others	Mesenchymal stem cells					0	0	1	27938800	96.5	27.0	21078
SRX5254860	Others	Mesenchymal stem cells					0	0	1	30648416	97.3	24.2	18491
SRX5254861	Others	Mesenchymal stem cells					0	0	1	34104796	97.3	20.3	27217
SRX5254862	Others	Mesenchymal stem cells					0	0	1	34748601	97.2	17.7	24231
SRX5254863	Others	Mesenchymal stem cells					0	0	1	28006190	97.4	20.4	19783
SRX5254864	Others	Mesenchymal stem cells					0	0	1	37772493	97.3	16.8	28432
SRX5255045	Epidermis	VH10	CVCL_RW72				0	0	1	36764915	96.3	16.1	44813
SRX5255046	Epidermis	VH10	CVCL_RW72				0	0	1	20072220	93.3	13.6	26118
SRX5255047	Epidermis	VH10	CVCL_RW72				0	0	1	43859328	98.7	15.3	45564
SRX5255048	Epidermis	VH10	CVCL_RW72				0	0	1	21817328	93.8	16.7	25268
SRX5259043	Neural	NCH644	CVCL_X914				0	0	1	30262983	99.3	22.1	11037
SRX5259045	Neural	NCH644	CVCL_X914				0	0	0	34719091	99.3	20.2	111
SRX528312	Gonad	Sperm					0	0	0	24126315	95.5	26.4	318
SRX528313	Gonad	Sperm					0	0	0	4210371	95.0	9.6	31
SRX5286315	Pluripotent stem cell	hESC WIBR2					0	0	1	49135279	96.9	3.1	6288
SRX5286316	Pluripotent stem cell	hESC WIBR2					0	0	1	37337603	97.3	3.1	3491
SRX5290901	Prostate	LNCAP	CVCL_0395				0	0	1	22495305	96.2	4.5	33500
SRX5290902	Prostate	LNCAP	CVCL_0395				0	0	1	18846544	98.2	3.6	25499
SRX5290907	Prostate	LNCAP	CVCL_0395				0	0	1	25405794	94.9	4.7	38550
SRX5290908	Prostate	LNCAP	CVCL_0395				0	0	1	15980934	96.7	7.6	33121
SRX5291047	Breast	Mammary epithelial cells					0	0	1	51837764	79.9	14.8	58751
SRX5291048	Breast	Mammary epithelial cells					0	0	1	30664456	79.9	12.3	45414
SRX5300512	Pluripotent stem cell	iPSC derived pancreatic cells					0	0	1	19494975	98.4	2.7	18496
SRX5300513	Pluripotent stem cell	iPSC derived pancreatic cells					0	0	1	25252294	98.5	3.4	22287
SRX5300514	Pluripotent stem cell	iPSC derived pancreatic cells					0	0	1	22252413	98.7	3.0	20471
SRX5307284	Pluripotent stem cell	hESC derived epidermal cells					0	0	1	328290752	91.5	97.6	10651
SRX5307285	Pluripotent stem cell	hESC derived epidermal cells					0	0	1	45571950	97.2	36.4	19314
SRX5307503	Blood	P493-6	CVCL_6783				0	0	1	21494936	89.8	38.0	23105
SRX5307504	Blood	P493-6	CVCL_6783				0	0	1	16388657	95.3	15.5	27478
SRX5307505	Blood	P493-6	CVCL_6783				0	0	1	18754898	89.3	20.3	24706
SRX5310586	Blood	Mast Cells					0	0	1	57574663	98.7	11.3	42043
SRX5310587	Blood	Mast Cells					0	0	1	72892192	97.0	14.0	49730
SRX5310588	Blood	Mast Cells					0	0	1	61444847	96.6	16.0	45351
SRX5310589	Blood	Mast Cells					0	0	1	58718427	98.0	14.0	47382
SRX5310590	Blood	Mast Cells					0	0	1	63752884	97.8	13.9	47851
SRX5310591	Blood	Mast Cells					0	0	1	54167433	98.5	11.1	39730
SRX5313205	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	33517536	94.8	36.9	22834
SRX5313206	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	35551541	95.7	29.8	26476
SRX5313207	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	30920779	96.1	17.4	30311
SRX5313240	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	0	29983323	71.8	13.2	909
SRX5313241	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	0	22544421	60.0	1.5	227
SRX5313242	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	0	20157686	54.5	1.6	350
SRX5313243	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	0	33500314	67.3	13.1	447
SRX5313244	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	0	20436322	54.4	1.7	863
SRX5313245	Digestive tract	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma	1	1	1	19326699	49.4	1.7	1238
SRX5323903	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	41420945	99.4	27.9	35315
SRX5323904	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	36575446	99.5	28.9	30179
SRX5323905	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	41708351	99.5	29.5	30737
SRX5323906	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	44069492	99.5	30.5	31341
SRX5323907	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	40144244	99.5	30.9	35240
SRX5323908	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	38156495	99.5	30.4	31567
SRX5323909	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	37399267	99.5	28.0	29711
SRX5323910	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	41499588	99.4	28.3	32622
SRX5323911	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	49220371	99.4	28.3	39434
SRX5323912	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	35338089	99.5	28.0	31302
SRX5323913	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	44779969	99.5	29.2	33720
SRX5323914	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	37433764	99.5	30.2	29629
SRX5323915	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	48684868	99.4	29.8	38968
SRX5323916	Breast	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma	1	1	1	48374707	99.4	30.6	35611
