srx	cell	cvcl	model_id	lineage	subtype
SRX5089483	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089484	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089485	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089486	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089487	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089488	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089489	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089490	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089491	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089492	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5089494	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5104299	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5104300	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5104301	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5104302	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5104303	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5104304	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5104305	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5104306	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5104307	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5104308	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5104310	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5104312	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5104313	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5104314	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5104315	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5128134	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma
SRX5128135	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma
SRX5141106	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5141108	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5165461	NCCIT	CVCL_1451	ACH-001578	Testis	Embryonal Carcinoma
SRX5165466	NCCIT	CVCL_1451	ACH-001578	Testis	Embryonal Carcinoma
SRX5165471	NCCIT	CVCL_1451	ACH-001578	Testis	Embryonal Carcinoma
SRX5172075	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5172076	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5172077	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5172078	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5180403	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX5202612	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX5202984	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5202985	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5202990	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5202991	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5213647	HCC1937	CVCL_0290	ACH-000223	Breast	Breast Invasive Ductal Carcinoma
SRX5213649	HCC1806	CVCL_1258	ACH-000624	Breast	Breast Ductal Carcinoma In Situ
SRX5231163	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5231164	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5231165	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5231166	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5231168	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5231169	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5231170	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5231172	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5234545	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer
SRX5234546	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer
SRX5234547	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer
SRX5234548	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer
SRX5234549	TTC1240	CVCL_8002	ACH-001210	Kidney	Rhabdoid Cancer
SRX5236148	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma
SRX5236150	U-87 MG	CVCL_0022	ACH-000075	CNS/Brain	Glioblastoma
SRX5236152	LN-229	CVCL_0393	ACH-000595	CNS/Brain	Glioblastoma
SRX5236154	LN-229	CVCL_0393	ACH-000595	CNS/Brain	Glioblastoma
SRX5313205	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX5313206	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX5313207	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX5313245	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX5323903	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323904	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323905	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323906	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323907	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323908	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323909	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323910	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323911	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323912	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323913	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323914	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323915	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323916	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323917	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5323918	T-47D	CVCL_0553	ACH-000147	Breast	Breast Invasive Ductal Carcinoma
SRX5340863	143B	CVCL_2270	ACH-001001	Bone	Osteosarcoma
SRX5340864	143B	CVCL_2270	ACH-001001	Bone	Osteosarcoma
SRX5340867	143B	CVCL_2270	ACH-001001	Bone	Osteosarcoma
SRX5340868	143B	CVCL_2270	ACH-001001	Bone	Osteosarcoma
SRX5341943	SMS-CTR	CVCL_A770	ACH-001196	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX5341944	SMS-CTR	CVCL_A770	ACH-001196	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX5343521	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343523	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343524	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343525	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343526	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343527	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343528	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343529	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343530	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343531	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343532	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX5343533	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX535419	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX535420	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX535429	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX535430	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX5359044	HCC70	CVCL_1270	ACH-000668	Breast	Breast Invasive Ductal Carcinoma
SRX5359045	HCC70	CVCL_1270	ACH-000668	Breast	Breast Invasive Ductal Carcinoma
SRX539650	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX539662	PC-3	CVCL_0035	ACH-000090	Prostate	Prostate Adenocarcinoma
SRX5513518	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX5513523	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX5516743	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5516744	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5516745	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX5516746	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5516747	THP-1	CVCL_0006	ACH-000146	Myeloid	Acute Myeloid Leukemia
SRX5517040	LN-229	CVCL_0393	ACH-000595	CNS/Brain	Glioblastoma
SRX5517042	LN-308	CVCL_0394	ACH-000760	CNS/Brain	Glioblastoma
SRX5517048	SCC090	CVCL_1899	ACH-001227	Head and Neck	Oral Cavity Squamous Cell Carcinoma
SRX5517052	CAL 27	CVCL_1107	ACH-000832	Head and Neck	Oral Cavity Squamous Cell Carcinoma
