srx	gsm	name	cell_group	cell_line	cell_type	antibody
SRX11167323	GSM5375116	H3K27ac (@ CD4+ T cells)	Blood		naive thymus-derived CD4-positive, alpha-beta T cell	
SRX16495450	GSM6347338	H3K27ac (@ CD4+ T cells)	Blood		naive thymus-derived CD4-positive, alpha-beta T cell	
SRX16495451	GSM6347339	H3K27ac (@ CD4+ T cells)	Blood		naive thymus-derived CD4-positive, alpha-beta T cell	
SRX16498537	GSM6372969	H3K27ac (@ CD4+ T cells)	Blood		naive thymus-derived CD4-positive, alpha-beta T cell	
SRX16498538	GSM6372970	H3K27ac (@ CD4+ T cells)	Blood		naive thymus-derived CD4-positive, alpha-beta T cell	
SRX16500019	GSM6373366	H3K27ac (@ CD4+ T cells)	Blood		naive thymus-derived CD4-positive, alpha-beta T cell	
SRX16500020	GSM6373367	H3K27ac (@ CD4+ T cells)	Blood		naive thymus-derived CD4-positive, alpha-beta T cell	
SRX11159891	GSM5370102	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11159892	GSM5370103	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11161944	GSM5379280	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11161945	GSM5379281	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11162137	GSM5369633	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11162138	GSM5369634	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11164312	GSM5370425	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11164313	GSM5370426	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11165909	GSM5374632	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11166819	GSM5374302	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11166820	GSM5374303	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11166949	GSM5379048	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX11166950	GSM5379049	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX16499448	GSM6373016	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX16499450	GSM6373017	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX16500321	GSM6373668	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX16500322	GSM6373669	H3K27ac (@ CD8+ T cells)	Blood		naive thymus-derived CD8-positive, alpha-beta T cell	
SRX16495417	GSM6347305	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495418	GSM6347306	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495419	GSM6347307	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495420	GSM6347308	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495473	GSM6372176	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495474	GSM6372177	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495687	GSM6372497	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495688	GSM6372498	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495689	GSM6372499	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495690	GSM6372500	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495767	GSM6372576	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX16495768	GSM6372577	H3K27ac (@ Natural killer cells)	Blood		natural killer cell	
SRX2630391	GSM2527658	H3K27ac (@ Neutrophils)	Blood		neutrophil	
SRX2630392	GSM2527659	H3K27ac (@ Neutrophils)	Blood		neutrophil	
SRX2630393	GSM2527660	H3K27ac (@ Neutrophils)	Blood		neutrophil	
SRX9029190	GSM4751310	H3K27ac (@ Neutrophils)	Blood		neutrophil	Anti-H3K27Ac (Abcam # ab4729)
SRX9029191	GSM4751311	H3K27ac (@ Neutrophils)	Blood		neutrophil	Anti-H3K27Ac (Abcam # ab4729)
SRX9029192	GSM4751312	H3K27ac (@ Neutrophils)	Blood		neutrophil	Anti-H3K27Ac (Abcam # ab4729)
SRX9029193	GSM4751313	H3K27ac (@ Neutrophils)	Blood		neutrophil	Anti-H3K27Ac (Abcam # ab4729)
SRX9029202	GSM4751322	H3K27ac (@ Neutrophils)	Blood		neutrophil	Anti-H3K27Ac (Abcam # ab4729)
SRX9029203	GSM4751323	H3K27ac (@ Neutrophils)	Blood		neutrophil	Anti-H3K27Ac (Abcam # ab4729)
SRX9029204	GSM4751324	H3K27ac (@ Neutrophils)	Blood		neutrophil	Anti-H3K27Ac (Abcam # ab4729)
SRX9029205	GSM4751325	H3K27ac (@ Neutrophils)	Blood		neutrophil	Anti-H3K27Ac (Abcam # ab4729)
SRX2422800	GSM2428946	H3K27ac (@ Neutrophils)	Blood		neutrophils	Anti-Histone H3 (acetyl K27) antibody - ChIP Grade (ab4729)
SRX2422803	GSM2428949	H3K27ac (@ Neutrophils)	Blood		neutrophils	Anti-Histone H3 (acetyl K27) antibody - ChIP Grade (ab4729)
SRX2422806	GSM2428952	H3K27ac (@ Neutrophils)	Blood		neutrophils	Anti-Histone H3 (acetyl K27) antibody - ChIP Grade (ab4729)
SRX2422809	GSM2428955	H3K27ac (@ Neutrophils)	Blood		neutrophils	Anti-Histone H3 (acetyl K27) antibody - ChIP Grade (ab4729)
SRX2422812	GSM2428958	H3K27ac (@ Neutrophils)	Blood		neutrophils	Anti-Histone H3 (acetyl K27) antibody - ChIP Grade (ab4729)
SRX19122108	GSM6947034	H3K27ac (@ Monocytes)	Blood		pan monocyte	H3K27ac
SRX19122109	GSM6947035	H3K27ac (@ Monocytes)	Blood		pan monocyte	H3K27ac
SRX19122110	GSM6947036	H3K27ac (@ Monocytes)	Blood		pan monocyte	H3K27ac
SRX19122145	GSM6947046	H3K27ac (@ Monocytes)	Blood		pan monocyte	H3K27ac
SRX19122146	GSM6947047	H3K27ac (@ Monocytes)	Blood		pan monocyte	H3K27ac
SRX19122147	GSM6947048	H3K27ac (@ Monocytes)	Blood		pan monocyte	H3K27ac
SRX5865724	GSM3780897	H3K27ac (@ Hematopoietic cells)	Blood		patient derived AMKL cells	
SRX730848	GSM1523610	H3K27ac (@ B-cell (CD19+))	Blood		peripheral blood B cells	acetylated H3K27 (Abcam, catalog# ab4739, lot# GR144577-1)
SRX730852	GSM1523614	H3K27ac (@ B-cell (CD19+))	Blood		peripheral blood B cells	acetylated H3K27 (Abcam, catalog# ab4739, lot# GR144577-1)
SRX730856	GSM1523618	H3K27ac (@ B-cell (CD19+))	Blood		peripheral blood B cells	acetylated H3K27 (Abcam, catalog# ab4739, lot# GR144577-1)
SRX730858	GSM1523620	H3K27ac (@ B-cell (CD19+))	Blood		peripheral blood B cells	acetylated H3K27 (Abcam, catalog# ab4739, lot# GR144577-1)
SRX730860	GSM1523622	H3K27ac (@ B-cell (CD19+))	Blood		peripheral blood B cells	acetylated H3K27 (Abcam, catalog# ab4739, lot# GR144577-1)
SRX4615410	GSM3358073	H3K27ac (@ CD20+ B cells)	Blood		peripheral blood CD20+	
SRX903250	GSM1625977	H3K27ac (@ Macrophages)	Blood		peripheral blood derived macrophage	rabbit polyclonal anti-H3K27Ac antibody (Abcam cat.# 4729)
SRX903251	GSM1625978	H3K27ac (@ Macrophages)	Blood		peripheral blood derived macrophage	rabbit polyclonal anti-H3K27Ac antibody (Abcam cat.# 4729)
SRX903252	GSM1625979	H3K27ac (@ Macrophages)	Blood		peripheral blood derived macrophage	rabbit polyclonal anti-H3K27Ac antibody (Abcam cat.# 4729)
SRX903253	GSM1625980	H3K27ac (@ Macrophages)	Blood		peripheral blood derived macrophage	rabbit polyclonal anti-H3K27Ac antibody (Abcam cat.# 4729)
SRX8722259	GSM4669223	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722260	GSM4669224	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722261	GSM4669225	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722262	GSM4669226	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722263	GSM4669227	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722264	GSM4669228	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722265	GSM4669229	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722266	GSM4669230	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722267	GSM4669231	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722268	GSM4669232	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722269	GSM4669233	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX8722270	GSM4669234	H3K27ac (@ Monocytes)	Blood		peripheral blood monocyte	anti-H3K27ac (Abcam Cat# ab4729, RRID:AB_2118291)
SRX3421770	GSM2864747	H3K27ac (@ Mast Cells)	Blood		peripheral blood-derived mast cells	H3K27Ac (ab4729)
SRX3421771	GSM2864748	H3K27ac (@ Mast Cells)	Blood		peripheral blood-derived mast cells	H3K27Ac (ab4729)
SRX3421773	GSM2864750	H3K27ac (@ Mast Cells)	Blood		peripheral blood-derived mast cells	H3K27Ac (ab4729)
SRX3421774	GSM2864751	H3K27ac (@ Mast Cells)	Blood		peripheral blood-derived mast cells	H3K27Ac (ab4729)
SRX3421776	GSM2864753	H3K27ac (@ Mast Cells)	Blood		peripheral blood-derived mast cells	H3K27Ac (ab4729)
SRX3421777	GSM2864754	H3K27ac (@ Mast Cells)	Blood		peripheral blood-derived mast cells	H3K27Ac (ab4729)
SRX6909697	GSM4097048	H3K27ac (@ 697)	Blood	pre-B leukemic cell line 697		anti-H3K27ac (ab4729, Abcam)
SRX4823473	GSM3425285	H3K27ac (@ CD4+ T cells)	Blood		primary CD4 T-cells	H3K27ac (Abcam, cat# ab4729, lot# GR3198866-1)
SRX4823474	GSM3425286	H3K27ac (@ CD4+ T cells)	Blood		primary CD4 T-cells	H3K27ac (Abcam, cat# ab4729, lot# GR3198866-1)
SRX5053744	GSM3486210	H3K27ac (@ CD4+ T cells)	Blood		primary CD4+ T cells	
SRX5053745	GSM3486211	H3K27ac (@ CD4+ T cells)	Blood		primary CD4+ T cells	
SRX5053746	GSM3486212	H3K27ac (@ CD4+ T cells)	Blood		primary CD4+ T cells	
SRX5053747	GSM3486213	H3K27ac (@ CD4+ T cells)	Blood		primary CD4+ T cells	
SRX1089818	GSM1816075	H3K27ac (@ Hematopoietic Stem Cells)	Blood		primary adult CD34+ HSPCs (A0)	H3K27ac
SRX1089819	GSM1816076	H3K27ac (@ Erythroblasts)	Blood		primary adult ProEs (A5)	H3K27ac
SRX370344	GSM1254210	H3K27ac (@ Lymphoma, B-Cell)	Blood		primary diffuse large B-cell lymphoma tumor	H3K27Ac
SRX370346	GSM1254212	H3K27ac (@ Lymphoma, B-Cell)	Blood		primary diffuse large B-cell lymphoma tumor	H3K27Ac
SRX370348	GSM1254214	H3K27ac (@ Lymphoma, B-Cell)	Blood		primary diffuse large B-cell lymphoma tumor	H3K27Ac
SRX370350	GSM1254216	H3K27ac (@ Lymphoma, B-Cell)	Blood		primary diffuse large B-cell lymphoma tumor	H3K27Ac
SRX1089816	GSM1816073	H3K27ac (@ Hematopoietic Stem Cells)	Blood		primary fetal liver CD34+ HSPCs (F0)	H3K27ac
SRX1089817	GSM1816074	H3K27ac (@ Erythroblasts)	Blood		primary fetal liver ProEs (F5)	H3K27ac
SRX4345346	GSM3258553	H3K27ac (@ CD4+ T cells)	Blood		primary naive CD4 T cells	H3K27Ac Diagenode, pAb-196-050
SRX4345347	GSM3258554	H3K27ac (@ CD4+ T cells)	Blood		primary naive CD4 T cells	H3K27Ac Diagenode, pAb-196-050
SRX4345348	GSM3258555	H3K27ac (@ CD4+ T cells)	Blood		primary naive CD4 T cells	H3K27Ac Diagenode, pAb-196-050
SRX4345349	GSM3258556	H3K27ac (@ CD4+ T cells)	Blood		primary naive CD4 T cells	H3K27Ac Diagenode, pAb-196-050
SRX4345350	GSM3258557	H3K27ac (@ CD4+ T cells)	Blood		primary naive CD4 T cells	H3K27Ac Diagenode, pAb-196-050
SRX370340	GSM1254206	H3K27ac (@ Lymphoma, B-Cell)	Blood		primary normal lymph node	H3K27Ac
SRX370342	GSM1254208	H3K27ac (@ Lymphoma, B-Cell)	Blood		primary normal tonsil	H3K27Ac
SRX16500259	GSM6373606	H3K27ac (@ Treg)	Blood		regulatory T cell	
SRX16500260	GSM6373607	H3K27ac (@ Treg)	Blood		regulatory T cell	
SRX8963355	GSM4730428	H3K27ac (@ Treg)	Blood		regulatory T cells	anti-histone H3 acetyl K27 antibody (ab4729; Abcam)
SRX8963356	GSM4730429	H3K27ac (@ Treg)	Blood		regulatory T cells	anti-histone H3 acetyl K27 antibody (ab4729; Abcam)
SRX8963357	GSM4730430	H3K27ac (@ Treg)	Blood		regulatory T cells	anti-histone H3 acetyl K27 antibody (ab4729; Abcam)
SRX8963358	GSM4730431	H3K27ac (@ Treg)	Blood		regulatory T cells	anti-histone H3 acetyl K27 antibody (ab4729; Abcam)
SRX8963359	GSM4730432	H3K27ac (@ Treg)	Blood		regulatory T cells	anti-histone H3 acetyl K27 antibody (ab4729; Abcam)
SRX8963360	GSM4730433	H3K27ac (@ Treg)	Blood		regulatory T cells	anti-histone H3 acetyl K27 antibody (ab4729; Abcam)
SRX1286406	GSM1893236	H3K27ac (@ Treg)	Blood		resting Treg cells (CD4+ CD25+ CD45RA+) from donor 204	
SRX1286399	GSM1893229	H3K27ac (@ Treg)	Blood		resting Treg cells (CD4+ CD25+ CD45RA+) from donor 24	
SRX1286407	GSM1893237	H3K27ac (@ Treg)	Blood		resting Treg cells (CD4+ CD25+ CD45RA+) from donor 304	
SRX1286403	GSM1893233	H3K27ac (@ Treg)	Blood		resting Treg cells (CD4+ CD25+ CD45RA+) from donor 60	
SRX16495976	GSM6372631	H3K27ac (@ CD8+ T cells)	Blood		stimulated activated effector memory CD8-positive, alpha-beta T cell	
SRX16495978	GSM6372632	H3K27ac (@ CD8+ T cells)	Blood		stimulated activated effector memory CD8-positive, alpha-beta T cell	
SRX16498366	GSM6372797	H3K27ac (@ Memory B cells)	Blood		stimulated activated memory B cell	
SRX16498367	GSM6372798	H3K27ac (@ Memory B cells)	Blood		stimulated activated memory B cell	
SRX16495645	GSM6372455	H3K27ac (@ Naive B cells)	Blood		stimulated activated naive B cell	
SRX16495646	GSM6372456	H3K27ac (@ Naive B cells)	Blood		stimulated activated naive B cell	
SRX16500325	GSM6373672	H3K27ac (@ Naive B cells)	Blood		stimulated activated naive B cell	
SRX16500326	GSM6373673	H3K27ac (@ Naive B cells)	Blood		stimulated activated naive B cell	
SRX16495360	GSM6347248	H3K27ac (@ CD8+ T cells)	Blood		stimulated activated naive CD8-positive, alpha-beta T cell	
SRX16495361	GSM6347249	H3K27ac (@ CD8+ T cells)	Blood		stimulated activated naive CD8-positive, alpha-beta T cell	
SRX16500066	GSM6373413	H3K27ac (@ CD8+ T cells)	Blood		stimulated activated naive CD8-positive, alpha-beta T cell	
SRX16500067	GSM6373414	H3K27ac (@ CD8+ T cells)	Blood		stimulated activated naive CD8-positive, alpha-beta T cell	
SRX14867294	GSM6045568	H3K27ac (@ Thymus)	Blood		thymocytes	H3K27ac
SRX067490	GSM733739	H3K27ac (@ Osteobl)	Bone			
SRX1002799	GSM1663107	H3K27ac (@ HT-1080)	Bone			
SRX1002800	GSM1663108	H3K27ac (@ HT-1080)	Bone			
SRX10829243	GSM5288549	H3K27ac (@ U2OS)	Bone			H3K27ac
SRX10829244	GSM5288550	H3K27ac (@ U2OS)	Bone			H3K27ac
SRX10829245	GSM5288551	H3K27ac (@ U2OS)	Bone			H3K27ac
SRX10829246	GSM5288552	H3K27ac (@ U2OS)	Bone			H3K27ac
SRX3433290	GSM2870620	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX3433293	GSM2870623	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX3433296	GSM2870626	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX3433299	GSM2870629	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX3433302	GSM2870632	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX3433305	GSM2870635	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX3433308	GSM2870638	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX3433311	GSM2870641	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX3433314	GSM2870644	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX3433317	GSM2870647	H3K27ac (@ Osteosarcoma)	Bone			rabbit anti-H3K27ac (Abcam #4729).
SRX5620947	GSM3701310	H3K27ac (@ A-673)	Bone			
SRX5620948	GSM3701311	H3K27ac (@ A-673)	Bone			
SRX6480643	GSM3958054	H3K27ac (@ Osteosarcoma)	Bone			anti-H3K27ac (#ab4729, Abcam)
SRX6480644	GSM3958055	H3K27ac (@ Osteosarcoma)	Bone			anti-H3K27ac (#ab4729, Abcam)
SRX6480645	GSM3958056	H3K27ac (@ Osteosarcoma)	Bone			anti-H3K27ac (#ab4729, Abcam)
SRX6480649	GSM3958060	H3K27ac (@ Osteosarcoma)	Bone			anti-H3K27ac (#ab4729, Abcam)
SRX6480650	GSM3958061	H3K27ac (@ Osteosarcoma)	Bone			anti-H3K27ac (#ab4729, Abcam)
SRX6480651	GSM3958062	H3K27ac (@ Osteosarcoma)	Bone			anti-H3K27ac (#ab4729, Abcam)
SRX6853170	GSM4079843	H3K27ac (@ U2OS)	Bone			
SRX6853171	GSM4079844	H3K27ac (@ U2OS)	Bone			
SRX8291417		H3K27ac (@ Osteoblasts)	Bone			
SRX8291418		H3K27ac (@ Osteoblasts)	Bone			
SRX8984306	GSM4735742	H3K27ac (@ A-673)	Bone			
SRX8984307	GSM4735743	H3K27ac (@ A-673)	Bone			
SRX8984308	GSM4735744	H3K27ac (@ A-673)	Bone			
SRX8984314	GSM4735750	H3K27ac (@ A-673)	Bone			
SRX8984325	GSM4735761	H3K27ac (@ A-673)	Bone			
SRX8984332	GSM4735768	H3K27ac (@ A-673)	Bone			
SRX9787023	GSM5006322	H3K27ac (@ MNNG)	Bone			H3K27ac(Sigma, F3165 )
SRX9787024	GSM5006323	H3K27ac (@ MNNG)	Bone			H3K27ac(Sigma, F3165 )
SRX1360796	GSM1914981	H3K27ac (@ 143B)	Bone	143B		rabbit anti-H3K27ac (Abcam #4729).
SRX5340861	GSM3592251	H3K27ac (@ 143B)	Bone		143B	H3K27ac (Active Motif)
SRX5340862	GSM3592252	H3K27ac (@ 143B)	Bone		143B	H3K27ac (Active Motif)
SRX5340863	GSM3592253	H3K27ac (@ 143B)	Bone		143B	H3K27ac (Active Motif)
SRX5340864	GSM3592254	H3K27ac (@ 143B)	Bone		143B	H3K27ac (Active Motif)
SRX5340865	GSM3592255	H3K27ac (@ 143B)	Bone		143B	H3K27ac (Active Motif)
SRX5340866	GSM3592256	H3K27ac (@ 143B)	Bone		143B	H3K27ac (Active Motif)
SRX5340867	GSM3592257	H3K27ac (@ 143B)	Bone		143B	H3K27ac (Active Motif)
SRX5340868	GSM3592258	H3K27ac (@ 143B)	Bone		143B	H3K27ac (Active Motif)
SRX5975299	GSM3854537	H3K27ac (@ 143B)	Bone	143B		rabbit anti-H3K27ac (Abcam no. 4729)
SRX5975304	GSM3854542	H3K27ac (@ 143B)	Bone	143B		rabbit anti-H3K27ac (Abcam no. 4729)
SRX11094505	GSM5363939	H3K27ac (@ A-673)	Bone	A-673		H3K27ac (Abcam, ab4729, 1 µg)
SRX10198029	GSM5121439	H3K27ac (@ A-673)	Bone	A673		
SRX10198033	GSM5121443	H3K27ac (@ A-673)	Bone	A673		
SRX2636198	GSM2534350	H3K27ac (@ A-673)	Bone	A673		
SRX2636199	GSM2534351	H3K27ac (@ A-673)	Bone	A673		
SRX3394529	GSM2857594	H3K27ac (@ A-673)	Bone	A673		H3K27ac
SRX3394530	GSM2857595	H3K27ac (@ A-673)	Bone	A673		H3K27ac
SRX3394531	GSM2857596	H3K27ac (@ A-673)	Bone	A673		H3K27ac
SRX3394538	GSM2857603	H3K27ac (@ A-673)	Bone	A673		H3K27ac
SRX3394539	GSM2857604	H3K27ac (@ A-673)	Bone	A673		H3K27ac
SRX3394540	GSM2857605	H3K27ac (@ A-673)	Bone	A673		H3K27ac
SRX6175591	GSM3901132	H3K27ac (@ A-673)	Bone	A673	Ewing sarcoma cell line	
SRX6175600	GSM3901141	H3K27ac (@ A-673)	Bone	A673	Ewing sarcoma cell line	
SRX6175609	GSM3901150	H3K27ac (@ A-673)	Bone	A673	Ewing sarcoma cell line	
SRX6175618	GSM3901159	H3K27ac (@ A-673)	Bone	A673	Ewing sarcoma cell line	
SRX9738668	GSM4989375	H3K27ac (@ A-673)	Bone	A673		H3K27Ac antibody (Active motif, cat#39133, lot#16119013)
SRX9738673	GSM4989380	H3K27ac (@ A-673)	Bone	A673		H3K27Ac antibody (Active motif, cat#39133, lot#16119013)
SRX10889820	GSM3240319	H3K27ac (@ A-673)	Bone	A673 Ewing sarcoma		H3K27Ac
SRX10889822	GSM3240325	H3K27ac (@ A-673)	Bone	A673 Ewing sarcoma		H3K27Ac
SRX22550920	GSM7905067	H3K27ac (@ CDS1)	Bone	CDS1	human CIC-DUX4 sarcoma cell line	H3K27ac (Active Motif, #39134)
SRX22550922	GSM7905069	H3K27ac (@ CDS1)	Bone	CDS1	human CIC-DUX4 sarcoma cell line	H3K27ac (Active Motif, #39134)
SRX22550924	GSM7905071	H3K27ac (@ CDS1)	Bone	CDS1	human CIC-DUX4 sarcoma cell line	H3K27ac (Active Motif, #39134)
SRX22550928	GSM7905075	H3K27ac (@ CDS1)	Bone	CDS1	human CIC-DUX4 sarcoma cell line	H3K27ac (Active Motif, #39134)
SRX22550929	GSM7905076	H3K27ac (@ CDS1)	Bone	CDS1	human CIC-DUX4 sarcoma cell line	H3K27ac (Active Motif, #39134)
SRX22550940	GSM7905087	H3K27ac (@ CDS2)	Bone	CDS2	human CIC-DUX4 sarcoma cell line	H3K27ac (Active Motif, #39134)
SRX22550941	GSM7905088	H3K27ac (@ CDS2)	Bone	CDS2	human CIC-DUX4 sarcoma cell line	H3K27ac (Active Motif, #39134)
SRX3791906	GSM3041058	H3K27ac (@ Knee cartilage)	Bone		Chondrocytes	H3K27ac, Diagenode, C15410196
SRX3791911	GSM3041063	H3K27ac (@ Knee cartilage)	Bone		Chondrocytes	H3K27ac, Diagenode, C15410196
SRX3791916	GSM3041068	H3K27ac (@ Knee cartilage)	Bone		Chondrocytes	H3K27ac, Diagenode, C15410196
SRX3791921	GSM3041073	H3K27ac (@ Knee cartilage)	Bone		Chondrocytes	H3K27ac, Diagenode, C15410196
SRX3791926	GSM3041078	H3K27ac (@ Knee cartilage)	Bone		Chondrocytes	H3K27ac, Diagenode, C15410196
SRX3791931	GSM3041083	H3K27ac (@ Knee cartilage)	Bone		Chondrocytes	H3K27ac, Diagenode, C15410196
SRX11094520	GSM5363954	H3K27ac (@ EW-1)	Bone	EW-1		H3K27ac (Abcam, ab4729, 1 µg)
SRX11094525	GSM5363959	H3K27ac (@ EW-22)	Bone	EW-22		H3K27ac (Abcam, ab4729, 1 µg)
SRX11094535	GSM5363969	H3K27ac (@ EW-3)	Bone	EW-3		H3K27ac (Abcam, ab4729, 1 µg)
SRX11094540	GSM5363974	H3K27ac (@ EW-7)	Bone	EW-7		H3K27ac (Abcam, ab4729, 1 µg)
SRX2628139	GSM2527268	H3K27ac (@ EWS502)	Bone	EWS502		H3K27ac, Abcam ab4729
SRX2256165	GSM2357597	H3K27ac (@ Ewing sarcoma)	Bone		Ewing sacroma	
SRX2256173	GSM2357605	H3K27ac (@ Ewing sarcoma)	Bone		Ewing sacroma	
SRX2256181	GSM2357613	H3K27ac (@ Ewing sarcoma)	Bone		Ewing sacroma	
SRX718143	GSM1517563	H3K27ac (@ A-673)	Bone	Ewing sarcoma cell line A673		H3K27ac (Abcam, ab4729)
SRX718150	GSM1517570	H3K27ac (@ A-673)	Bone	Ewing sarcoma cell line A673		H3K27ac (Active Motif, 39133)
SRX718151	GSM1517571	H3K27ac (@ A-673)	Bone	Ewing sarcoma cell line A673		H3K27ac (Abcam, ab4729)
SRX718153	GSM1517573	H3K27ac (@ A-673)	Bone	Ewing sarcoma cell line A673		H3K27ac (Active Motif, 39133)
SRX718154	GSM1517574	H3K27ac (@ A-673)	Bone	Ewing sarcoma cell line A673		H3K27ac (Abcam, ab4729)
SRX718118	GSM1517538	H3K27ac (@ SKMNC)	Bone	Ewing sarcoma cell line SKMNC		H3K27ac (Abcam, ab4729)
SRX718125	GSM1517545	H3K27ac (@ SKMNC)	Bone	Ewing sarcoma cell line SKMNC		H3K27ac (Active Motif, 39133)
SRX718127	GSM1517547	H3K27ac (@ SKMNC)	Bone	Ewing sarcoma cell line SKMNC		H3K27ac (Active Motif, 39133)
SRX718134	GSM1517554	H3K27ac (@ SKMNC)	Bone	Ewing sarcoma cell line SKMNC		H3K27ac (Active Motif, 39133)
SRX718136	GSM1517556	H3K27ac (@ SKMNC)	Bone	Ewing sarcoma cell line SKMNC		H3K27ac (Active Motif, 39133)
SRX1360800	GSM1914985	H3K27ac (@ HOS)	Bone	HOS		rabbit anti-H3K27ac (Abcam #4729).
SRX4409636	GSM3293959	H3K27ac (@ HT-1080)	Bone	HT1080 cells		
SRX4409637	GSM3293960	H3K27ac (@ HT-1080)	Bone	HT1080 cells		
SRX4409640	GSM3293963	H3K27ac (@ HT-1080)	Bone	HT1080 cells		
SRX1360804	GSM1914989	H3K27ac (@ HuO9)	Bone	Hu09		rabbit anti-H3K27ac (Abcam #4729).
SRX3623420	GSM2967373	H3K27ac (@ JHC7)	Bone	JHC7		
SRX3623421	GSM2967374	H3K27ac (@ JHC7)	Bone	JHC7		
